,ASSETID,SHOPID,SHOPNAME,ASSETSNAME,ASSETSTYPEID,UNITNAME,ADDRESS
1505,23077,10943,西天池村村委,电动垃圾车,12,辆,
1506,23080,10943,西天池村村委,饮水工程,13,座,
1507,23076,10943,西天池村村委,饮水工程,13,套,
1508,25995,10943,西天池村村委,村村通水泥路,18,米,
1509,25994,10943,西天池村村委,新农村建设,18,米,
1510,26037,10945,东天池村村委,村委,7,间,
1511,26036,10945,东天池村村委,学校,8,间,
1512,24531,10945,东天池村村委,舞台,9,座,
1513,24553,10945,东天池村村委,远程教育,12,套,
1514,24555,10945,东天池村村委,烟水配套工程,13,套,
1515,24533,10945,东天池村村委,村西小桥,13,座,
1516,24534,10945,东天池村村委,白龙河大桥,13,座,
1517,26038,10945,东天池村村委,村村通,18,米,
1518,23347,10947,陶村村委,大会堂,7,间,
1519,23355,10947,陶村村委,村办公楼,7,间,
1520,23349,10947,陶村村委,老村室,7,间,
1521,23344,10947,陶村村委,小学教学楼,8,间,
1522,23356,10947,陶村村委,课桌板凳,11,套,
1523,23351,10947,陶村村委,舞台,12,座,
1524,23346,10947,陶村村委,围墙旗台,12,套,
1525,23358,10947,陶村村委,远程教育,14,套,
1526,26042,10947,陶村村委,村村通,18,米,
1527,23092,10949,胡坑村委,村委办公楼,7,幢,
1528,23091,10949,胡坑村委,村教学楼,8,幢,
1529,37985,10949,胡坑村委,打印机,10,台,
1530,37986,10949,胡坑村委,电脑,10,台,
1531,23106,10949,胡坑村委,图书,11,套,
1532,37978,10949,胡坑村委,格力空调2P柜机,11,套,
1533,37979,10949,胡坑村委,格力空调1.5P,11,套,
1534,38023,10949,胡坑村委,防盗门,11,套,
1535,23097,10949,胡坑村委,办公椅子,11,套,
1536,23099,10949,胡坑村委,书柜,11,套,
1537,23094,10949,胡坑村委,办公桌,11,套,
1538,23102,10949,胡坑村委,沙发,11,套,
1539,23112,10949,胡坑村委,乡村公路,13,套,
1540,37984,10949,胡坑村委,图书,18,批,
1541,25526,10952,牛王岭村村委,学校房屋,8,间,
1542,25528,10952,牛王岭村村委,旧烟站,9,间,
1543,25532,10952,牛王岭村村委,电视机,10,台,
1544,25530,10952,牛王岭村村委,办公桌椅,11,套,
1545,25531,10952,牛王岭村村委,图书,12,册,
1546,25534,10952,牛王岭村村委,乡村道路,18,公里,
1547,22570,10956,茹窑村村委,上茹窑小学,8,间,茹窑村
1548,22630,10956,茹窑村村委,上沟西小学,8,间,茹窑村
1549,22563,10956,茹窑村村委,学校,8,个,茹窑村
1550,35147,10956,茹窑村村委,打印复印一体机,10,台,村室
1551,35145,10956,茹窑村村委,电视机,10,台,村室
1552,35146,10956,茹窑村村委,电脑兼容机,10,台,村室
1553,22567,10956,茹窑村村委,远程教育电视,10,台,茹窑村
1554,22560,10956,茹窑村村委,计生桌椅,11,套,茹窑村
1555,22583,10956,茹窑村村委,村委办公桌,11,套,茹窑村
1556,22579,10956,茹窑村村委,村桌椅床,11,套,茹窑村
1557,22587,10956,茹窑村村委,球栏,12,套,茹窑村
1558,22613,10956,茹窑村村委,广场,12,个,茹窑村
1559,22585,10956,茹窑村村委,图书,12,套,茹窑村
1560,22591,10956,茹窑村村委,乒乓球案,12,个,茹窑村
1561,22618,10956,茹窑村村委,水泵,13,个,茹窑村
1562,22599,10956,茹窑村村委,人畜饮水工程,13,套,茹窑村
1563,22597,10956,茹窑村村委,於地骨干坝,13,处,茹窑村
1564,22604,10956,茹窑村村委,村村通工程,18,米,茹窑村
1565,24882,10959,苏庄村村委,村委房屋,7,,
1566,24884,10959,苏庄村村委,学校房屋,8,,
1567,24885,10959,苏庄村村委,办公用品,10,套,
1568,24889,10960,段村村委,村委房屋,7,,
1569,24891,10960,段村村委,学校房屋,8,平米,
1570,24892,10960,段村村委,办公用品,10,套,
1571,24893,10960,段村村委,水坝,13,套,
1572,24895,10961,安头村委,村委房屋,7,,
1573,24906,10961,安头村委,学校,8,,
1574,24918,10961,安头村委,电视机,10,,
1575,24900,10961,安头村委,电视机,10,,
1576,24897,10961,安头村委,桌子,11,,
1577,24898,10961,安头村委,櫈子,11,,
1578,24910,10961,安头村委,铜器,12,,
1579,24908,10961,安头村委,大鼓,12,,
1580,24911,10961,安头村委,水泵,13,,
1581,24913,10961,安头村委,管子,13,,
1582,24916,10961,安头村委,教育书,14,,
1583,24932,10962,杨村村委,村室,7,平米,
1584,24936,10962,杨村村委,杨村汽车站,7,平米,
1585,24934,10962,杨村村委,学校,8,平米,
1586,24940,10962,杨村村委,电视,10,,
1587,24941,10962,杨村村委,书柜,11,套,
1588,24938,10962,杨村村委,办公桌,11,套,
1589,24942,10962,杨村村委,床,11,套,
1590,24945,10963,牛玉村委,房屋,7,平米,
1591,24959,10963,牛玉村委,远程教育,10,套,
1592,24958,10963,牛玉村委,电脑,10,套,
1593,24943,10963,牛玉村委,电视机,10,套,
1594,24944,10963,牛玉村委,桌椅,11,套,
1595,24961,10965,耿村村委,村委,7,栋,
1596,24960,10965,耿村村委,教学楼,8,,
1597,24965,10965,耿村村委,戏楼,9,坐,
1598,24963,10965,耿村村委,电脑,10,台,
1599,24962,10965,耿村村委,电视机,10,台,
1600,24964,10965,耿村村委,椅子,11,套,
1601,25539,10966,上曲村村委,村委房屋,7,间,
1602,25536,10966,上曲村村委,学校房屋,8,间,
1603,25542,10966,上曲村村委,电脑,10,台,
1604,25543,10966,上曲村村委,远程教育设备,10,套,
1605,25545,10966,上曲村村委,办公桌椅,11,套,
1606,25550,10966,上曲村村委,图书,12,册,
1607,25546,10966,上曲村村委,水泵,13,套,
1608,25548,10966,上曲村村委,饮水工程设施,13,组,
1609,25553,10966,上曲村村委,乡村道路,18,公里,
1610,24968,10969,八里村委 ,村委会,7,平米,
1611,24970,10969,八里村委 ,教学楼,8,平米,
1612,24789,10969,八里村委 ,办公用品,10,套,
1613,24794,10969,八里村委 ,沙发,10,套,
1614,24791,10969,八里村委 ,空调,10,套,
1615,24792,10969,八里村委 ,村委空调,10,套,
1616,24793,10969,八里村委 ,文件柜,11,套,
1617,24967,10969,八里村委 ,课桌,11,,
1618,24971,10969,八里村委 ,沙发,11,套,
1619,25595,10970,孟窑头村村委,村委房屋,7,间,
1620,25618,10970,孟窑头村村委,阅览桌椅,11,套,
1621,25617,10970,孟窑头村村委,计生桌椅,11,套,
1622,25620,10970,孟窑头村村委,书柜,11,个,
1623,25615,10970,孟窑头村村委,办公桌椅,11,套,
1624,25625,10970,孟窑头村村委,计生床椅柜,11,套,
1625,25621,10970,孟窑头村村委,图书,12,册,
1626,25597,10970,孟窑头村村委,河滩泵房设备,13,套,
1627,25601,10970,孟窑头村村委,五组泵房设备,13,套,
1628,25614,10970,孟窑头村村委,乡村户户通道路,18,公里,
1629,25609,10970,孟窑头村村委,乡村道路,18,公里,
1630,24975,10972,东村村委,学校,8,,
1631,24977,10972,东村村委,电脑,10,,
1632,24983,10972,东村村委,电视机,10,,
1633,24973,10972,东村村委,机井,13,套,
1634,25629,10974,西安头村村委,村委房屋,7,间,
1635,25630,10974,西安头村村委,教学楼,8,间,
1636,25638,10974,西安头村村委,其他房屋,9,间,
1637,25632,10974,西安头村村委,电脑,10,台,
1638,25634,10974,西安头村村委,办公桌椅,11,套,
1639,25636,10974,西安头村村委,社火道具,12,套,
1640,25640,10974,西安头村村委,乡村道路,18,公里,
1641,24796,10975,孟村村委,教学楼、村委楼,8,间,
1642,24800,10975,孟村村委,图书柜,11,套,
1643,24798,10975,孟村村委,沙发、茶几,11,套,
1644,24797,10975,孟村村委,办公桌、课桌、三斗卓,11,套,
1645,24799,10975,孟村村委,椅子、凳子,11,套,
1646,24801,10975,孟村村委,吃水工程,13,套,
1647,25697,10978,英新村村委,村委房屋,7,间,
1648,25698,10978,英新村村委,教学楼,8,间,
1649,25699,10978,英新村村委,办公桌椅,11,套,
1650,25700,10978,英新村村委,学校桌椅,11,套,
1651,25701,10978,英新村村委,机井,13,套,
1652,25702,10978,英新村村委,乡村道路,18,公里,
1653,24338,10979,涧北村委,村委楼,7,间,
1654,24343,10979,涧北村委,校院附属房,8,,
1655,24306,10979,涧北村委,教学楼,8,,
1656,24390,10979,涧北村委,村牛场,9,个,
1657,24341,10979,涧北村委,办公桌椅,11,,
1658,24345,10979,涧北村委,村戏楼附属房,12,套,
1659,24348,10979,涧北村委,村猪场,18,个,
1660,25703,10981,仁灵村村委,教学楼,8,间,
1661,25707,10981,仁灵村村委,电视机,10,台,
1662,25709,10981,仁灵村村委,电脑,10,台,
1663,25715,10981,仁灵村村委,红白桌椅,11,套,
1664,25705,10981,仁灵村村委,桌椅,11,套,
1665,25712,10981,仁灵村村委,机井水塔,13,套,
1666,25720,10981,仁灵村村委,配电设备,17,组,
1667,25722,10981,仁灵村村委,乡村道路,18,公里,
1668,24993,10983,涧新村委,村委办公楼,7,,
1669,24998,10983,涧新村委,教学楼,8,,
1670,24994,10983,涧新村委,电视机,10,,
1671,24996,10983,涧新村委,椅子,11,,
1672,24995,10983,涧新村委,课桌,11,,
1673,24997,10983,涧新村委,办公家具,11,,
1674,24999,10983,涧新村委,课桌凳子,11,,
1675,25729,10985,槐英村村委,村委办公楼,7,间,
1676,25731,10985,槐英村村委,教学楼,8,间,
1677,25738,10985,槐英村村委,监控设备,10,套,
1678,25734,10985,槐英村村委,电视机,10,台,
1679,25736,10985,槐英村村委,投影机,10,套,
1680,25732,10985,槐英村村委,办公桌椅沙发,11,套,
1681,25741,10985,槐英村村委,沼气抽渣车,15,辆,
1682,25748,10985,槐英村村委,乡村道路,18,公里,
1683,28959,10985,槐英村村委,资金资产,18,笔,
1684,23447,10986,城头村村委,村委会房屋,7,间,村委会
1685,22725,10986,城头村村委,图书柜,10,套,村室
1686,22506,10986,城头村村委,饮水机,11,台,城头村
1687,22478,10986,城头村村委,办公椅子,11,张,城头村
1688,22720,10986,城头村村委,办公桌,11,套,村室
1689,25843,10986,城头村村委,档案柜,11,个,村室
1690,22496,10986,城头村村委,沙发,11,套,城头村
1691,22721,10986,城头村村委,计生室桌,11,套,村计生室
1692,22488,10986,城头村村委,电视机\音响,12,件,城头村室
1693,22548,10986,城头村村委,音响,12,个,城头村
1694,22491,10986,城头村村委,科技书图书,12,本,城头村
1695,22503,10986,城头村村委,水利设施,13,套,城头村
1696,22498,10986,城头村村委,变压器,15,台,城头村
1697,22511,10986,城头村村委,道路,18,米,城头村
1698,25001,10989,展庄村委,教学楼,8,,
1699,25005,10989,展庄村委,电脑,10,,
1700,25002,10989,展庄村委,电视机,10,,
1701,25003,10989,展庄村委,课桌课椅,11,,
1702,25004,10989,展庄村委,熊营水库,13,套,
1703,25750,10991,新岭村村委,村委房屋,7,间,
1704,25760,10991,新岭村村委,电工房,9,间,
1705,25752,10991,新岭村村委,电视机,10,台,
1706,25753,10991,新岭村村委,电脑,10,台,
1707,25757,10991,新岭村村委,红白桌椅,11,套,
1708,25751,10991,新岭村村委,办公桌椅,11,套,
1709,25755,10991,新岭村村委,机井水塔,13,眼,
1710,25761,10991,新岭村村委,乡村道路,18,公里,
1711,25015,10993,刘窑村委,村室,7,,
1712,25014,10993,刘窑村委,村小学,8,,
1713,25017,10993,刘窑村委,电视,10,,
1714,25016,10993,刘窑村委,桌子沙发,11,,
1715,25021,10993,刘窑村委,烟水配套工程,17,,
1716,25019,10993,刘窑村委,烤烟厂,17,,
1717,22643,10994,泰山村村委,村办公楼,7,间,太山村
1718,22649,10994,泰山村村委,村委房屋,7,间,太山村
1719,22734,10994,泰山村村委,村教学楼,8,间,太山村
1720,22691,10994,泰山村村委,卫生室,9,间,太山村
1721,22670,10994,泰山村村委,档案柜,10,个,太山村
1722,22684,10994,泰山村村委,监控,10,个,太山村
1723,22682,10994,泰山村村委,报警器,10,台,太山村
1724,28962,10994,泰山村村委,1.8米班台,10,套,村委会
1725,22698,10994,泰山村村委,观察床,11,支,太山村
1726,22709,10994,泰山村村委,资料柜,11,个,太山村
1727,22665,10994,泰山村村委,办公桌,11,张,太山村
1728,22679,10994,泰山村村委,长凳子,11,个,太山村
1729,28963,10994,泰山村村委,办公椅,11,把,村委会
1730,28969,10994,泰山村村委,书柜,11,组,村委会
1731,28964,10994,泰山村村委,1.2米茶几,11,个,村委会
1732,28967,10994,泰山村村委,排椅,11,条,村委会
1733,28968,10994,泰山村村委,沙发,11,套,村委会
1734,24006,10994,泰山村村委,复印机,11,台,村室
1735,28966,10994,泰山村村委,1.4办公椅,11,张,村委会
1736,28970,10994,泰山村村委,条几,11,个,村委会
1737,22669,10994,泰山村村委,吊扇,11,个,太山村
1738,22686,10994,泰山村村委,床,11,支,太山村
1739,22706,10994,泰山村村委,椅子,11,把,太山村
1740,22685,10994,泰山村村委,一头沉桌,11,张,学校
1741,22654,10994,泰山村村委,沙发,11,套,太山村
1742,22650,10994,泰山村村委,会议桌,11,套,太山村
1743,22674,10994,泰山村村委,床,11,张,太山村村委
1744,22708,10994,泰山村村委,课桌,11,张,太山村
1745,22716,10994,泰山村村委,吊扇,11,个,学校里
1746,22657,10994,泰山村村委,条桌,11,张,太山村
1747,22660,10994,泰山村村委,课桌,11,套,太山村
1748,22664,10994,泰山村村委,办公桌,11,张,太山村
1749,22666,10994,泰山村村委,弓字椅,11,套,太山村
1750,22667,10994,泰山村村委,铁椅子,11,套,太山村
1751,22672,10994,泰山村村委,书柜,11,套,太山村
1752,22704,10994,泰山村村委,办公桌,11,张,太山村
1753,22710,10994,泰山村村委,凳子,11,个,学校里
1754,22651,10994,泰山村村委,椅子,11,把,太山村
1755,22694,10994,泰山村村委,凳子,11,个,太山村
1756,22683,10994,泰山村村委,三斗桌,11,张,太山村
1757,22719,10994,泰山村村委,书柜,11,套,学校里
1758,22656,10994,泰山村村委,条几,11,个,太山村
1759,22658,10994,泰山村村委,小椅子,11,把,太山村
1760,22661,10994,泰山村村委,凳子,11,个,太山村
1761,22718,10994,泰山村村委,床,11,张,太山村
1762,22652,10994,泰山村村委,老板桌,11,张,太山村
1763,22692,10994,泰山村村委,桌子,11,张,太山村
1764,22701,10994,泰山村村委,电视机,12,台,卫生室
1765,22714,10994,泰山村村委,DVD ,12,套,太山村
1766,22678,10994,泰山村村委,功放机,12,台,太山村
1767,22644,10994,泰山村村委,DVD,12,台,太山村
1768,22647,10994,泰山村村委,文化共享工程,12,套,太山村
1769,22697,10994,泰山村村委,公厕,12,座,太山村
1770,22680,10994,泰山村村委,远程教育,12,套,太山村
1771,22715,10994,泰山村村委,DVD,12,台,太山村
1772,22712,10994,泰山村村委,电视机,12,台,学校里
1773,22681,10994,泰山村村委,电子琴,12,架,太山村
1774,22741,10994,泰山村村委,教学楼电脑,12,台,教学楼
1775,22688,10994,泰山村村委,电视机,12,台,太山村
1776,22675,10994,泰山村村委,电视机,12,台,太山村
1777,22687,10994,泰山村村委,沼气专用车,15,台,太山村
1778,22702,10994,泰山村村委,消毒锅,17,个,太山村
1779,22700,10994,泰山村村委,诊断床,17,支,太山村
1780,22696,10994,泰山村村委,冷藏箱,17,个,卫生室
1781,22695,10994,泰山村村委,管道,17,米,太山村
1782,22713,10994,泰山村村委,身高体重称,17,个,太山村
1783,22705,10994,泰山村村委,紫外线灯,17,个,太山村
1784,22690,10994,泰山村村委,深井泵,17,个,太山村
1785,22689,10994,泰山村村委,变压器,17,个,太山村
1786,22711,10994,泰山村村委,消毒车,17,个,太山村
1787,22707,10994,泰山村村委,药品柜,17,个,太山村
1788,28965,10994,泰山村村委,衣架,18,个,村委会
1789,22699,10994,泰山村村委,硬化道路,18,个,太山村
1790,22693,10994,泰山村村委,泵房,18,间,太山村
1791,24273,10997,孟家村委,文化书屋,7,间,
1792,24284,10997,孟家村委,教学楼门面房,8,间,
1793,24264,10997,孟家村委,教学楼,8,,
1794,24278,10997,孟家村委,篮球栏,8,个,
1795,24270,10997,孟家村委,喇叭,10,个,
1796,24266,10997,孟家村委,桌子,11,套,
1797,24267,10997,孟家村委,椅子,11,套,
1798,24276,10997,孟家村委,健身器材,12,个,
1799,24271,10997,孟家村委,路灯,12,盏,
1800,24272,10997,孟家村委,体育广场,12,个,
1801,24268,10997,孟家村委,电视机,18,个,
1802,25850,10998,观吊村村委,村委房屋,7,间,观吊村
1803,25849,10998,观吊村村委,教学楼,8,座,观吊村
1804,25845,10998,观吊村村委,办公家具,11,套,观吊村室
1805,25847,10998,观吊村村委,广场,12,套,观吊村
1806,25844,10998,观吊村村委,电视机、功放,12,套,观吊村
1807,25846,10998,观吊村村委,村吃水井,13,套,观吊村
1808,25848,10998,观吊村村委,柴油机、水泵,17,个,观吊村
1809,22443,10998,观吊村村委,村村通,18,米,观吊村
1810,25031,10999,石堆村委,村委,7,,
1811,25035,10999,石堆村委,学校,8,,
1812,25039,10999,石堆村委,桌子凳子,11,,
1813,25043,10999,石堆村委,大鼓铜器,12,,
1814,25042,10999,石堆村委,教育设施书,12,,
1815,25037,10999,石堆村委,书屋,12,,
1816,25041,10999,石堆村委,文体设施,12,,
1817,25044,10999,石堆村委,电视电脑扩音器,12,,
1818,25045,10999,石堆村委,医疗设施,17,,
1819,25046,11002,西村村委,电视机,10,,
1820,24227,11004,杨树洼村村委,村委会房屋,7,间,杨树洼村
1821,24255,11004,杨树洼村村委,沙发,11,套,村室
1822,24254,11004,杨树洼村村委,阅览桌,11,套,村室
1823,24232,11004,杨树洼村村委,计生桌,11,套,村室
1824,24236,11004,杨树洼村村委,床,11,套,村室
1825,24238,11004,杨树洼村村委,柜子,11,个,村室
1826,24230,11004,杨树洼村村委,办公桌,11,套,村室
1827,24253,11004,杨树洼村村委,音箱品,12,盒,村室
1828,24247,11004,杨树洼村村委,功放,12,套,村室
1829,24242,11004,杨树洼村村委,VCD,12,台,村室
1830,24240,11004,杨树洼村村委,电视机,12,台,村室
1831,24252,11004,杨树洼村村委,图书,12,册,村室
1832,24245,11004,杨树洼村村委,远程教育,12,台,村室
1833,24251,11004,杨树洼村村委,雨量检测器,17,个,村室房上
1834,24256,11004,杨树洼村村委,公路,18,米,杨树洼村
1835,24739,11005,石沟村委,村委房屋,7,平米,
1836,25061,11005,石沟村委,学校房屋,8,,
1837,24742,11005,石沟村委,电脑,10,套,
1838,24743,11005,石沟村委,柜子,11,套,
1839,24744,11005,石沟村委,凳子,11,套,
1840,24745,11005,石沟村委,办公桌,11,套,
1841,24741,11005,石沟村委,电视机,12,套,
1842,26599,11007,杨河村委,村委房屋,7,间,杨河村岭头
1843,26600,11007,杨河村委,教学楼,8,间,杨河村岭头
1844,26863,11007,杨河村委,旧房,9,间,杨河村岭头
1845,26605,11007,杨河村委,书柜,10,个,杨河村
1846,26604,11007,杨河村委,橙子,11,个,杨河村
1847,26603,11007,杨河村委,桌子,11,张,杨河村
1848,26601,11007,杨河村委,办公桌,11,张,杨河村
1849,38056,11007,杨河村委,办公桌椅,11,,杨河村室内
1850,38057,11007,杨河村委,资料柜,11,,杨河村室内
1851,26602,11007,杨河村委,沙发,11,组,杨河村
1852,26606,11007,杨河村委,图书,18,本,杨河村
1853,25062,11010,下庄村委,教学楼,8,,
1854,25065,11010,下庄村委,远程教育电视,10,,
1855,25063,11010,下庄村委,桌子凳子,11,,
1856,25069,11010,下庄村委,椅子,11,,
1857,25074,11010,下庄村委,柜子桌子椅子,11,,
1858,25068,11010,下庄村委,办公桌,11,,
1859,25072,11010,下庄村委,农村书屋书,12,,
1860,25066,11010,下庄村委,水泵,13,,
1861,22505,11012,土岭村村委,村室一座,7,间,土岭村
1862,22530,11012,土岭村村委,远程教育,10,台,土岭村
1863,22524,11012,土岭村村委,柜子,10,个,土岭村
1864,23398,11012,土岭村村委,办公桌,11,套,村委会
1865,22522,11012,土岭村村委,床,11,张,土岭村
1866,22534,11012,土岭村村委,沙发,11,套,土岭村
1867,22513,11012,土岭村村委,办公椅,11,把,土岭村
1868,22507,11012,土岭村村委,桌子,11,套,土岭村
1869,22518,11012,土岭村村委,会议室椅子,11,把,土岭村
1870,22532,11012,土岭村村委,音像品,12,套,土岭村
1871,22528,11012,土岭村村委,VCD,12,台,土岭村
1872,22538,11012,土岭村村委,球栏,12,付,土岭村
1873,22527,11012,土岭村村委,电视机,12,台,土岭村
1874,22531,11012,土岭村村委,图书,12,本,土岭村
1875,22541,11012,土岭村村委,水池,13,个,土岭村
1876,22539,11012,土岭村村委,公路,18,米,土岭村
1877,25077,11015,太平村委,教学楼,8,,
1878,25079,11015,太平村委,电视机,10,,
1879,25078,11015,太平村委,教学设施,14,,
1880,25081,11015,太平村委,防汛设施,18,,
1881,26607,11017,红花窝村委 ,村委房屋,7,间,红花窝村
1882,38116,11017,红花窝村委 ,打印机,10,台,红花窝村委
1883,26608,11017,红花窝村委 ,办公设备,10,套,红花窝村
1884,26611,11017,红花窝村委 ,书柜,10,个,红花窝村
1885,38115,11017,红花窝村委 ,联想电脑,10,台,红花窝村委
1886,26609,11017,红花窝村委 ,电视机,12,台,红花窝村
1887,26610,11017,红花窝村委 ,图书,18,本,红花窝村
1888,25793,11018,甘涧村委,村委房屋,7,间,
1889,25792,11018,甘涧村委,学校房屋,8,间,
1890,25788,11018,甘涧村委,鸡厂厂房,9,间,
1891,25790,11018,甘涧村委,电视机,10,台,
1892,25791,11018,甘涧村委,电脑,10,台,
1893,25789,11018,甘涧村委,办公桌椅,11,套,
1894,25786,11018,甘涧村委,娱乐设施,12,个,
1895,27593,11018,甘涧村委,球场文化大院,12,个,
1896,25787,11018,甘涧村委,水井,13,眼,
1897,27592,11018,甘涧村委,公路,18,米,
1898,24415,11019,西坡村委,村室房屋,7,间,
1899,24418,11019,西坡村委,教学楼,8,平米,
1900,24424,11019,西坡村委,老村学校,8,,
1901,24422,11019,西坡村委,电脑,10,,
1902,24420,11019,西坡村委,办公家具,11,,
1903,24421,11019,西坡村委,电视,12,,
1904,24427,11019,西坡村委,烟水配套工程,13,,
1905,22448,11020,韩家坑村村委,村房屋,7,间,韩家坑村
1906,25851,11020,韩家坑村村委,学校房屋,8,间,韩家坑村委
1907,27574,11020,韩家坑村村委,沙发,10,套,村委会
1908,22489,11020,韩家坑村村委,资料柜,10,个,韩家坑村
1909,27577,11020,韩家坑村村委,桌子,11,套,村委会
1910,27579,11020,韩家坑村村委,椅子,11,套,村委会
1911,22481,11020,韩家坑村村委,村椅子,11,把,韩家坑村
1912,25852,11020,韩家坑村村委,沙发、茶几,11,套,村室
1913,22476,11020,韩家坑村村委,村桌子,11,张,韩家坑村
1914,22495,11020,韩家坑村村委,球栏,12,付,韩家坑村
1915,22455,11020,韩家坑村村委,休闲广场,12,个,韩家坑村
1916,25853,11020,韩家坑村村委,建身器材,12,套,韩家坑村
1917,27568,11020,韩家坑村村委,防盗门,16,个,村委会
1918,22499,11020,韩家坑村村委,铁门,17,个,韩家坑村
1919,22463,11020,韩家坑村村委,村原有羊场,18,间,韩家坑村
1920,25095,11024,毛沟村委,村室,7,栋,
1921,25106,11024,毛沟村委,教学楼,8,栋,
1922,25115,11024,毛沟村委,烟站,9,平米,
1923,25110,11024,毛沟村委,学校电视,10,套,
1924,25101,11024,毛沟村委,电脑,10,台,
1925,25098,11024,毛沟村委,远程教育,10,套,
1926,25114,11024,毛沟村委,学生课桌,11,个,
1927,25108,11024,毛沟村委,办公桌,11,个,
1928,22633,11026,韶峰村村委,村委房屋,7,间,韶峰村
1929,22634,11026,韶峰村村委,学校房屋,8,间,韶峰村
1930,22637,11026,韶峰村村委,学校平房,8,间,韶峰村
1931,22749,11026,韶峰村村委,变压器房,9,间,韶峰村
1932,22759,11026,韶峰村村委,小木柜,11,个,村室
1933,22763,11026,韶峰村村委,活石桌,11,张,村室
1934,22775,11026,韶峰村村委,饮水机,11,套,村室
1935,22769,11026,韶峰村村委,办公椅,11,个,村室
1936,22753,11026,韶峰村村委,沙发,11,套,村室
1937,22764,11026,韶峰村村委,阅览案,11,套,村室
1938,22768,11026,韶峰村村委,长会议桌,11,张,村室
1939,22757,11026,韶峰村村委,铁皮柜,11,套,村室
1940,22758,11026,韶峰村村委,木柜,11,个,村室
1941,22755,11026,韶峰村村委,茶几,11,套,村室
1942,22754,11026,韶峰村村委,老板桌,11,张,村室
1943,22756,11026,韶峰村村委,连椅,11,个,村室
1944,22760,11026,韶峰村村委,方凳,11,套,村室
1945,22752,11026,韶峰村村委,办公桌,11,张,村室
1946,22766,11026,韶峰村村委,床,11,张,村室
1947,22751,11026,韶峰村村委,电视机,12,台,村室
1948,22774,11026,韶峰村村委,音像,12,台,村室
1949,22761,11026,韶峰村村委,课桌,12,张,村室
1950,22776,11026,韶峰村村委,投影机,12,台,村收
1951,22772,11026,韶峰村村委,喇叭,12,套,村收
1952,22771,11026,韶峰村村委,功放,12,台,村室
1953,22762,11026,韶峰村村委,书架,12,个,村室
1954,22765,11026,韶峰村村委,玻璃柜,12,套,村室
1955,22748,11026,韶峰村村委,水泵,13,台,赵庄组
1956,22746,11026,韶峰村村委,管道,13,米,韶峰村
1957,22745,11026,韶峰村村委,水池,13,个,韶峰村
1958,22750,11026,韶峰村村委,栏水坝,13,套,村赵庄组
1959,25232,11026,韶峰村村委,变压器,17,台,赵庄组
1960,22642,11026,韶峰村村委,厕所,18,间,韶峰村
1961,22767,11026,韶峰村村委,被子,18,个,村室
1962,24865,11026,韶峰村村委,村村通,18,米,韶峰村
1963,25118,11027,窑屋村委,村室,7,栋,
1964,25116,11027,窑屋村委,教学楼,8,栋,
1965,25121,11027,窑屋村委,文化娱乐起床,10,套,
1966,25119,11027,窑屋村委,办公桌,11,张,
1967,25120,11027,窑屋村委,方墩,11,套,
1968,22673,11031,不召寨村村委,不召寨自然村小学,8,间,不召寨
1969,22732,11031,不召寨村村委,不召寨村小学,8,间,不召寨村
1970,22731,11031,不召寨村村委,村文化大院,9,间,不召寨村
1971,24263,11031,不召寨村村委,圪增村文化大院,9,间,圪增组
1972,22668,11031,不召寨村村委,计生学校桌椅,11,套,不召寨
1973,22659,11031,不召寨村村委,档案柜,11,个,不召寨
1974,22655,11031,不召寨村村委,孕检床,11,个,不召寨
1975,22671,11031,不召寨村村委,党员活动室友办公设施,11,套,不召寨
1976,22663,11031,不召寨村村委,图书柜,11,套,不召寨
1977,22653,11031,不召寨村村委,计生室办公家具,11,个,不召寨
1978,22662,11031,不召寨村村委,文化体育娱乐设施,12,个,不召寨
1979,22733,11031,不召寨村村委,图书,12,册,村室
1980,22730,11031,不召寨村村委,不召寨村饮水工程,13,套,不召寨村
1981,22729,11031,不召寨村村委,吃水工程,13,套,不召寨一组
1982,22676,11031,不召寨村村委,村村通公路,18,米,不召寨
1983,25130,11032,刘头村委,卫生室,7,,
1984,25124,11032,刘头村委,村室,7,,
1985,25123,11032,刘头村委,教学楼,8,,
1986,25127,11032,刘头村委,老学校,8,,
1987,25128,11032,刘头村委,办公家具,11,,
1988,25129,11032,刘头村委,娱乐设施,12,,
1989,25139,11034,李家村委,村室,7,栋,
1990,25145,11034,李家村委,村室,7,,
1991,25146,11034,李家村委,体育器材,12,,
1992,25150,11034,李家村委,烤厂住房,18,,
1993,25154,11034,李家村委,道路硬化,18,万米,
1994,25152,11034,李家村委,编烟大棚,18,个,
1995,25149,11034,李家村委,乌鸡厂,18,,
1996,25151,11034,李家村委,烤厂包库,18,个,
1997,25148,11034,李家村委,烤房,18,,
1998,25156,11036,杜寺村委,老学校,8,栋,
1999,25155,11036,杜寺村委,教学楼,8,栋,
2000,25159,11036,杜寺村委,办公设施,10,套,
2001,25157,11036,杜寺村委,电视机,10,套,
2002,25158,11036,杜寺村委,桌子、凳子,11,套,
2003,25167,11037,杜家村委,学校,8,栋,
2004,25165,11037,杜家村委,烟囱配套,9,处,
2005,25163,11037,杜家村委,远程教育,10,套,
2006,25164,11037,杜家村委,桌登,11,套,
2007,25160,11037,杜家村委,文化广场,12,平方,
