,ASSETID,SHOPID,SHOPNAME,ASSETSNAME,ASSETSTYPEID,UNITNAME,ADDRESS
468,24346,10543,仁村村委,村级道路,18,条,仁村村
469,24356,10543,仁村村委,其它用品,18,套,仁村村委
470,24327,10543,仁村村委,楼梯,18,架,仁村村委
471,24367,10543,仁村村委,村级道路,18,条,仁村村
472,24407,10555,青山村委,村委房屋,7,间,青山村
473,24412,10555,青山村委,老板桌、椅,11,套,青山村委
474,24411,10555,青山村委,桌、凳,11,套,青山村委
475,24409,10555,青山村委,档案柜,11,套,青山村委
476,24413,10555,青山村委,乒乓球案,12,套,青山村委
477,24414,10555,青山村委,牌桌,12,张,青山村委
478,28845,10555,青山村委,水利设施,13,套,青山村
479,24417,10555,青山村委,远程教育设备,17,套,青山村委
480,24419,10555,青山村委,防汛警报器,17,套,青山村委
481,24429,10555,青山村委,村组道路,18,条,青山村
482,24423,10555,青山村委,村委支前岭公路,18,条,青山村
483,24430,10555,青山村委,村组道路,18,条,青山村 
484,24428,10555,青山村委,村组道路,18,条,青山村
485,24426,10555,青山村委,村组道路,18,条,青山村
486,24432,10555,青山村委,村组道路,18,条,青山村
487,24434,10555,青山村委,村组道路,18,条,青山村
488,24435,10555,青山村委,村组道路,18,条,青山村
489,25006,10557,西阳村委,村委办公楼,7,间,
490,25008,10557,西阳村委,学校教学楼,8,间,
491,25007,10557,西阳村委,村戏楼,9,座,
492,25012,10557,西阳村委,电视播放器,10,套,
493,25010,10557,西阳村委,村办公家具,11,套,
494,25011,10557,西阳村委,乒乓球、篮球案,12,套,
495,25009,10557,西阳村委,学校办公家俱,14,套,
496,25013,10557,西阳村委,路灯,18,盏,
497,23510,10566,柏树村委,学校房屋,8,间,柏树村
498,23540,10566,柏树村委,办公家具,11,套,柏树村委
499,23543,10566,柏树村委,办公家具,11,套,柏树村委
500,23532,10566,柏树村委,文化娱乐设施,12,处,利津社区
501,23526,10566,柏树村委,水利工程,13,处,柏树村
502,23511,10566,柏树村委,远程教育,17,套,柏树村委
503,23521,10566,柏树村委,组级道路,18,公里,柏树村
504,23515,10566,柏树村委,村级道路,18,条,柏树村
505,23658,10573,后川村委,后川文化大院,7,间, 后川村
506,23655,10573,后川村委,村委房屋,7,间,后川村
507,23661,10573,后川村委,桌、椅,11,套,后川村
508,23665,10573,后川村委,文化体育娱乐设施,12,套,后川村委
509,23663,10573,后川村委,文化体育娱乐设施,12,套,后川村委
510,24640,10573,后川村委,水利工程,13,处,后川七、九、十组
511,24611,10573,后川村委,吃水工程,13,处,后川村
512,24621,10573,后川村委,水利工程,13,处,后川八组
513,24620,10573,后川村委,水利工程,13,处,后川三组
514,24635,10573,后川村委,水利工程,13,处,后川五、六组
515,23666,10573,后川村委,专用设备,17,台,后川村委
516,24607,10573,后川村委,村级道路,18,公里,后川村
517,24610,10573,后川村委,组级道路,18,公里,后川村
518,24609,10573,后川村委,村委至段峪,18,公里,后川村
519,25022,10578,高村村委,村委办公室,7,平米,
520,25018,10578,高村村委,学校房屋教学楼,8,平米,
521,25020,10578,高村村委,教师宿舍,8,平米,
522,25033,10578,高村村委,电视机,10,台,
523,25024,10578,高村村委,沙发,10,套,
524,25029,10578,高村村委,阅读台,10,个,
525,25030,10578,高村村委,铁椅子,11,个,
526,25038,10578,高村村委,书柜,11,个,
527,25027,10578,高村村委,桌子,11,张,
528,25028,10578,高村村委,凳子,11,个,
529,25025,10578,高村村委,老板桌,11,张,
530,25026,10578,高村村委,沙发椅,11,把,
531,25023,10578,高村村委,会议台案,11,套,
532,25034,10578,高村村委,篮球栏,12,个,
533,25036,10578,高村村委,球案,12,个,
534,25032,10578,高村村委,投影机,14,台,
535,27572,10578,高村村委,水泥路,18,平米,
536,25040,10578,高村村委,图书,18,册,
537,26582,10579,东张村村委,村委房屋,7,间,东村、西村中心处
538,26586,10579,东张村村委,书柜,10,个,东村、西村中心处
539,38079,10579,东张村村委,椅子,11,个,东张村村委
540,26583,10579,东张村村委,桌椅,11,套,东村、西村中心处
541,38077,10579,东张村村委,会议桌,11,个,东张村村委
542,38078,10579,东张村村委,办公桌,11,个,东张村村委
543,38080,10579,东张村村委,办公沙发,11,套,东张村村委
544,26585,10579,东张村村委,健身器材,12,套,东村、西村中心处
545,26584,10579,东张村村委,电视机,12,台,东村、西村中心处
546,38164,10579,东张村村委,监控设备,16,个,东张村
547,26587,10579,东张村村委,图书,18,本,东村、西村中心处
548,38160,10579,东张村村委,太阳能路灯,541,千米,东张村
549,38161,10579,东张村村委,景观灯,541,千米,东张村
550,24803,10585,果园村委,村室,7,平米,
551,24802,10585,果园村委,师生宿舍,8,间,
552,24393,10585,果园村委,教学楼,8,,
553,24805,10585,果园村委,椅子,11,套,
554,24804,10585,果园村委,桌子,11,套,
555,24439,10590,关地村委,村委房屋,7,间,关底村
556,28835,10590,关地村委,村委房屋,7,间,关底村
557,28836,10590,关地村委,村委房屋,7,间,关底村
558,24441,10590,关地村委,办公楼,8,栋,关底村
559,24442,10590,关地村委,学校房屋,8,间,关底村
560,28841,10590,关地村委,办公家具,11,套,关底村委
561,28842,10590,关地村委,水利设施,13,米,关底村
562,28843,10590,关地村委,防汛预警机,17,套,关底村
563,28840,10590,关地村委,村组道路,18,条,关底村
564,28839,10590,关地村委,村组道路,18,条,关底村
565,28838,10590,关地村委,村级道路,18,条,关底村
566,28837,10590,关地村委,村级道路,18,条,关底村
567,25257,10607,南洼村委,村委房屋,7,平米,南洼村
568,25258,10607,南洼村委,村委房屋,7,间,南洼村 
569,25279,10607,南洼村委,办公桌椅,11,套,南洼村委
570,25280,10607,南洼村委,办公桌椅,11,套,南洼村委
571,25277,10607,南洼村委,桌、椅,11,套,南洼村委
572,25260,10607,南洼村委,吃水主管道,13,米,南洼村
573,25259,10607,南洼村委,水楼,13,座,南洼村
574,28986,10607,南洼村委,电脑、电视,16,套,南洼村
575,25266,10607,南洼村委,防汛预警设备,17,套,南洼村委
576,25262,10607,南洼村委,远程教育设备,17,套,南洼村委
577,28834,10607,南洼村委,村级道路,18,条,南洼村
578,15299,10611,段村村委,村委房屋,7,元,村委会
579,37911,10611,段村村委,空调,10,台,
580,34266,10611,段村村委,电视,10,台,
581,34265,10611,段村村委,联想电脑,10,台,
582,36275,10611,段村村委,打印机,10,套,
583,22964,10611,段村村委,篮球架,10,套,段村村
584,22958,10611,段村村委,电视机,10,套,段村村
585,35705,10611,段村村委,打印机,10,,段村村委
586,36274,10611,段村村委,电脑,10,套,
587,22950,10611,段村村委,办公桌,11,套,村委会
588,22969,10611,段村村委,小柜,11,套,段村村
589,22963,10611,段村村委,乒乓球台,11,套,段村村
590,22959,10611,段村村委,电视柜,11,套,段村村
591,22966,10611,段村村委,书柜,11,套,段村村
592,22955,10611,段村村委,会议桌,11,套,段村村 
593,22957,10611,段村村委,椅子,11,套,段村村
594,22971,10611,段村村委,图书案,11,套,段村村
595,23310,10618,上涧村委,村委办公楼,7,间,上涧村
596,23320,10618,上涧村委,学校房屋,8,间,上涧村
597,37200,10618,上涧村委,空调,10,台,
598,34170,10618,上涧村委,联想计算机,10,台,
599,23315,10618,上涧村委,电视机,10,台,上涧村
600,36687,10618,上涧村委,乒乓球台,10,套,
601,34171,10618,上涧村委,TCL电视,10,台,
602,23316,10618,上涧村委,电脑,10,台,上涧村
603,37201,10618,上涧村委,文件柜,10,个,
604,36686,10618,上涧村委,电脑,10,套,
605,23311,10618,上涧村委,办公桌,11,套,上涧村
606,23317,10618,上涧村委,档案柜,11,套,上涧村
607,23318,10618,上涧村委,木床,11,套,上涧村
608,23312,10618,上涧村委,椅子,11,套,上涧村
609,23314,10618,上涧村委,桌子,11,套,上涧村
610,23319,10618,上涧村委,会议桌,11,套,上涧村
611,23323,10618,上涧村委,学校办公桌,11,套,上涧村
612,23313,10618,上涧村委,方凳,11,套,上涧村
613,23321,10618,上涧村委,学校课桌,14,套,上涧村
614,23326,10618,上涧村委,学校会议桌,14,张,上涧村
615,23322,10618,上涧村委,学校方凳,14,套,上涧村
616,23327,10618,上涧村委,学校档案柜,14,套,上涧村
617,23325,10618,上涧村委,学校椅子,14,套,上涧村
618,23324,10618,上涧村委,学校木床,14,套,上涧村
619,23328,10618,上涧村委,杨树,18,个,上涧村
620,16136,10623,中关村委,村委房屋,7,座,中关村
621,23238,10623,中关村委,学校房屋,8,座,中关村
622,35752,10623,中关村委,长虹空调,10,台,
623,23247,10623,中关村委,电脑,10,套,中关村
624,35753,10623,中关村委,电脑,10,,
625,23243,10623,中关村委,电视,10,套,中关村
626,34225,10623,中关村委,电脑,10,台,
627,23240,10623,中关村委,桌,11,套,中关村
628,23245,10623,中关村委,床,11,套,中关村
629,23241,10623,中关村委,凳子,11,套,中关村
630,33385,10623,中关村委,办公桌,11,套,中关村委
631,23242,10623,中关村委,柜子,11,套,中关村
632,33386,10623,中关村委,椅子,11,套,中关村委
633,38210,10623,中关村委,床,11,张,中关村委
634,23246,10623,中关村委,课桌凳,12,套,中关村
635,23248,10623,中关村委,乒乓球案,12,套,中关村
636,23244,10623,中关村委,防汛器材,16,个,中关村
637,23766,10627,山底村委,村委房屋,7,间,山底村
638,23768,10627,山底村委,村委房屋,7,间,山底村委
639,23779,10627,山底村委,其他房屋,9,间,山底村
640,23770,10627,山底村委,桌,11,张,山底村委
641,23775,10627,山底村委,乒乓球台、篮球蓝,12,套,山底村委
642,24571,10627,山底村委,一组水池,13,座,山底村
643,24581,10627,山底村委,二组水池,13,座,山底二组
644,24583,10627,山底村委,三组水池,13,座,山底三组
645,24597,10627,山底村委,四、五组水池,13,座,山底村
646,24600,10627,山底村委,六七八组水池,13,座,山底村下村
647,23782,10627,山底村委,喇叭、扩音机,16,套,山底村委
648,29063,10627,山底村委,远程教育设备,17,套,山底村委
649,24595,10627,山底村委,六、七、八组道路,18,公里,山底村
650,24577,10627,山底村委,一组道路,18,公里,山底一组
651,23788,10627,山底村委,道路,18,公里,山底村
652,24591,10627,山底村委,四、五组道路,18,公里,山底村
653,24586,10627,山底村委,三组道路,18,公里,山底三组
654,24579,10627,山底村委,二组道路,18,公里,山底二组
655,16352,10628,东庄沟村委,村委房屋,7,间,村委会
656,23288,10628,东庄沟村委,东庄沟村学校,8,间,东庄沟村
657,23291,10628,东庄沟村委,电视机,10,台,东庄沟村
658,34172,10628,东庄沟村委,联想台式机M4900,10,台,
659,35751,10628,东庄沟村委,打印机,10,,
660,36063,10628,东庄沟村委,电脑,10,套,村委
661,34173,10628,东庄沟村委,HP1005打印机,10,台,
662,23292,10628,东庄沟村委,床,11,套,东庄沟村
663,23290,10628,东庄沟村委,凳子,11,套,东庄沟村
664,23294,10628,东庄沟村委,档案柜,11,套,东庄沟村
665,23289,10628,东庄沟村委,桌子,11,套,东庄沟村
666,23293,10628,东庄沟村委,活动器材,12,套,东庄沟村
667,23287,10628,东庄沟村委,东庄沟村水泥路,18,条,东庄沟村
668,23295,10628,东庄沟村委,红旗面,18,个,东庄沟村
669,22977,10637,柏隆村委,村委房屋,7,间,柏隆村
670,34226,10637,柏隆村委,电脑,10,台,
671,36065,10637,柏隆村委,笔记本电脑,10,,村委
672,22983,10637,柏隆村委,电脑,10,套,柏隆村
673,36064,10637,柏隆村委,彩电,10,,村委
674,34227,10637,柏隆村委,电视,10,台,
675,22981,10637,柏隆村委,电视机,10,套,柏隆村
676,22978,10637,柏隆村委,桌子,11,套,柏隆村
677,22979,10637,柏隆村委,柜子,11,套,柏隆村
678,22980,10637,柏隆村委,体育器材,12,套,柏隆村
679,22985,10637,柏隆村委,水泵,13,套,柏隆村
680,22988,10637,柏隆村委,深井,13,眼,柏隆村
681,22993,10637,柏隆村委,公路,18,公里,柏隆村
682,22989,10637,柏隆村委,图书,18,套,柏隆村
683,22895,10640,东洪阳村委,村委办公楼,7,幢,
684,22901,10640,东洪阳村委,教师住宿楼,8,幢,
685,22893,10640,东洪阳村委,村教学楼,8,幢,
686,22899,10640,东洪阳村委,电视,10,台,
687,22897,10640,东洪阳村委,办公桌椅,11,个,
688,22908,10640,东洪阳村委,乡村公路,13,公里,
689,22902,10640,东洪阳村委,图书,18,册,
690,24613,10642,金灯河村委,村委房屋,7,间,金灯河村
691,24612,10642,金灯河村委,村委房屋,7,间,金灯河村
692,28844,10642,金灯河村委,柜子,11,个,金灯河村委
693,23579,10642,金灯河村委,桌子,11,张,金灯河村委
694,23583,10642,金灯河村委,椅子,11,把,金灯河村委
695,23588,10642,金灯河村委,电视机,14,台,金灯河村委
696,23591,10642,金灯河村委,电脑,14,部,金灯河村委
697,23606,10642,金灯河村委,防汛喇叭,17,套,金灯河村
698,23598,10642,金灯河村委,远程教育设备电视,17,台,金灯河村委
699,23618,10642,金灯河村委,村道路,18,条,金灯河村
700,23616,10642,金灯河村委,村道路,18,条,金灯河村
701,21166,10643,上洪阳村委,村教学楼,8,幢,
702,22960,10643,上洪阳村委,电教设施,10,套,
703,22961,10643,上洪阳村委,办公桌椅,11,套,
704,22968,10643,上洪阳村委,书柜,11,套,
705,22970,10643,上洪阳村委,乡村公路,13,公里,
706,22965,10643,上洪阳村委,图书,18,册,
707,23453,10645,坡头村村委,村委房屋,7,间,村委
708,23457,10645,坡头村村委,村学校,8,间,坡头村
709,23482,10645,坡头村村委,资料箱,11,个,村委会
710,23474,10645,坡头村村委,培训教室坐凳,11,套,村委会培训室
711,23479,10645,坡头村村委,沙发,11,套,村委会
712,23459,10645,坡头村村委,村室桌子,11,张,村委会
713,23477,10645,坡头村村委,床,11,张,村委会
714,23468,10645,坡头村村委,舞台,12,座,村委会
715,23464,10645,坡头村村委,戏曲音箱设备,12,套,村委会
716,23466,10645,坡头村村委,戏曲舞台灯具文武场面,12,套,村委会
717,23462,10645,坡头村村委,篮球场,12,个,村委
718,23469,10645,坡头村村委,健身器材,12,套,村委会
719,23486,10645,坡头村村委,书,12,册,村室
720,23509,10645,坡头村村委,村容村貌,12,套,坡头村
721,23500,10645,坡头村村委,社火,12,套,村室
722,23472,10645,坡头村村委,电视机,12,台,村委会
723,23489,10645,坡头村村委,古装西衣,12,套,村室
724,24460,10648,中朝村委,村委房屋,7,间,中朝村
725,24461,10648,中朝村委,学校房屋,8,平米,中朝村
726,35754,10648,中朝村委,打印机,10,台,
727,24465,10648,中朝村委,床,11,套,中朝村
728,24462,10648,中朝村委,办公设施,11,套,中朝村
729,24463,10648,中朝村委,办公家具,11,套,中朝村
730,24464,10648,中朝村委,柜子,11,套,中朝村
731,24466,10648,中朝村委,文化设备,12,套,中朝村
732,24443,10654,四龙庙村委,房屋,7,间,四龙庙村
733,24452,10654,四龙庙村委,电话,10,套,四龙庙村
734,35687,10654,四龙庙村委,创维电视,10,台,四龙庙村委
735,24453,10654,四龙庙村委,远程教育器材,10,套,四龙庙村
736,36685,10654,四龙庙村委,电脑,10,,
737,34245,10654,四龙庙村委,电视,10,台,
738,34246,10654,四龙庙村委,电脑,10,台,
739,24454,10654,四龙庙村委,书架,11,套,四龙庙村
740,24446,10654,四龙庙村委,会议室大案,11,套,四龙庙村
741,24447,10654,四龙庙村委,床,11,套,四龙庙村
742,37272,10654,四龙庙村委,1.6米办公桌,11,套,四龙庙村
743,37273,10654,四龙庙村委,办公椅,11,个,四龙庙村
744,37274,10654,四龙庙村委,1.8米班台,11,张,四龙庙村
745,37275,10654,四龙庙村委,班台椅,11,个,四龙庙村
746,37277,10654,四龙庙村委,档案柜,11,个,四龙庙村
747,37278,10654,四龙庙村委,书柜,11,门,四龙庙村
748,37279,10654,四龙庙村委,活动室桌,11,套,四龙庙村
749,37280,10654,四龙庙村委,皮质办公沙发,11,套,四龙庙村
750,37281,10654,四龙庙村委,皮质办公沙发,11,套,四龙庙村
751,37283,10654,四龙庙村委,办公茶几,11,个,四龙庙村
752,37284,10654,四龙庙村委,饮水机,11,个,四龙庙村
753,37287,10654,四龙庙村委,防盗门,11,套,四龙庙村
754,37290,10654,四龙庙村委,会议椅,11,个,四龙庙村
755,37291,10654,四龙庙村委,书柜,11,,四龙庙村
756,37286,10654,四龙庙村委,防盗门锁,11,把,四龙庙村
757,24457,10654,四龙庙村委,椅子,11,套,四龙庙村
758,24451,10654,四龙庙村委,档案柜,11,套,四龙庙村
759,24450,10654,四龙庙村委,方凳,11,套,四龙庙村
760,24449,10654,四龙庙村委,单桌,11,套,四龙庙村
761,24448,10654,四龙庙村委,小方桌,11,套,四龙庙村
762,24444,10654,四龙庙村委,办公桌,11,套,四龙庙村
763,37288,10654,四龙庙村委,会议桌,11,套,四龙庙村
764,24445,10654,四龙庙村委,大案桌,11,套,四龙庙村
765,24458,10654,四龙庙村委,停车场,12,套,四龙庙村
766,24455,10654,四龙庙村委,健身器材,12,套,四龙庙村
767,24456,10654,四龙庙村委,乒乓球案,12,套,四龙庙村
768,24459,10654,四龙庙村委,乡村道路,18,米,四龙庙村
769,28823,10655,林场村委,办公家具,3,套,林场村
770,23476,10655,林场村委,村委房屋,7,间,林场村
771,24602,10655,林场村委,办公家具,11,套,林场村
772,23485,10655,林场村委,远程教育,17,个,林场村委
773,23491,10655,林场村委,村级道路,18,条,林场村
774,23496,10655,林场村委,组级道路,18,条,林场村
775,22914,10657,崤店村委,村委办公楼,7,间,
776,22329,10657,崤店村委,小学教学楼,8,栋,
777,22916,10657,崤店村委,村卫生室,9,平米,
778,38000,10657,崤店村委,相机,10,台,
779,22922,10657,崤店村委,空调 电脑,10,台,
780,22925,10657,崤店村委,办公桌椅,11,套,
781,22918,10657,崤店村委,村吃水站,13,套,
782,22930,10657,崤店村委,乡村公路,13,公里,
783,23260,10659,赵沟村委,乒乓球案,1,套,赵沟村
784,16003,10659,赵沟村委,村委房屋,7,元,村委会
785,23249,10659,赵沟村委,学校房屋,8,座,赵沟村
786,23250,10659,赵沟村委,电视机,10,套,赵沟村
787,34175,10659,赵沟村委,电视,10,台,
788,34174,10659,赵沟村委,电脑,10,台,
789,23253,10659,赵沟村委,连椅,11,套,赵沟村
790,23259,10659,赵沟村委,书案,11,套,赵沟村
791,23258,10659,赵沟村委,书柜,11,套,赵沟村
792,23257,10659,赵沟村委,木柜,11,套,赵沟村
793,23256,10659,赵沟村委,铁皮柜,11,套,赵沟村
794,23251,10659,赵沟村委,办公桌,11,套,赵沟村
795,23252,10659,赵沟村委,椅子,11,套,赵沟村
796,23255,10659,赵沟村委,课桌,11,套,赵沟村
797,23254,10659,赵沟村委,方凳,11,套,赵沟村
798,23265,10659,赵沟村委,图书,12,套,赵沟村
799,23264,10659,赵沟村委,健身器材,12,套,赵沟村
800,23262,10659,赵沟村委,林场吃水工程,13,个,赵沟村
801,23261,10659,赵沟村委,水泥路,18,公里,赵沟村
802,23055,10660,堡后村委,村委办公室,7,间,
803,23052,10660,堡后村委,教学楼,8,幢,
804,37961,10660,堡后村委,电脑,10,台,
805,37963,10660,堡后村委,惠普打印机,10,台,
806,23060,10660,堡后村委,办公椅子,10,套,
807,23057,10660,堡后村委,办公桌子,10,套,
808,23062,10660,堡后村委,书柜,10,套,
809,23064,10660,堡后村委,电脑,10,套,
810,37962,10660,堡后村委,TCL43寸电视,11,台,
811,23063,10660,堡后村委,图书,12,册,
812,37960,10660,堡后村委,乡村公路,543,米,
813,24809,10661,康洼村委,新建村室,7,平米,
814,24806,10661,康洼村委,学校,8,1,
815,24810,10661,康洼村委,远程教育,10,套,
816,24808,10661,康洼村委,凳子,11,套,
817,24807,10661,康洼村委,桌子,11,套,
818,23159,10663,义昌村委,村办公楼,7,幢,
819,23157,10663,义昌村委,村教学楼,8,幢,
820,23161,10663,义昌村委,村戏楼,9,幢,
821,23172,10663,义昌村委,扩音器材,10,套,
822,37992,10663,义昌村委,格力空调T爽50,11,台,
823,37993,10663,义昌村委,格力空调俊越35,11,台,
824,23165,10663,义昌村委,办公桌椅,11,套,
825,23174,10663,义昌村委,健身器材,12,套,
826,23180,10663,义昌村委,乡村公路,13,公里,
827,23179,10663,义昌村委,监控器,17,套,
828,23176,10663,义昌村委,图书,18,个,
829,23268,10664,宋村村委,房屋,7,座,宋村村
830,34176,10664,宋村村委,42寸电视,10,台,
831,23274,10664,宋村村委,电脑,10,套,宋村村
832,35750,10664,宋村村委,打印机,10,,
833,36066,10664,宋村村委,创维电视,10,,村委
834,36067,10664,宋村村委,联想一体机,10,,村委
835,23272,10664,宋村村委,柜子,11,套,宋村村
836,23270,10664,宋村村委,桌子,11,套,宋村村
837,38041,10664,宋村村委,文件柜,11,套,宋村村
838,38040,10664,宋村村委,椅子,11,套,宋村村
839,38038,10664,宋村村委,沙发,11,套,宋村村
840,38042,10664,宋村村委,木椅子,11,套,宋村村
841,38039,10664,宋村村委,办公桌,11,套,宋村村
842,23283,10664,宋村村委,图书,12,套,宋村村
843,23279,10664,宋村村委,吃水井,13,眼,宋村村
844,23276,10664,宋村村委,水泵,13,套,宋村村
845,23281,10664,宋村村委,公路,18,公里,宋村村
846,25469,10668,崇村村委,教学楼,7,平米,
847,25466,10668,崇村村委,办公楼,7,平米,
848,25489,10668,崇村村委,电视机,10,台,
849,25470,10668,崇村村委,办公桌,11,张,
850,25491,10668,崇村村委,档案柜,11,个,
851,25467,10668,崇村村委,沙发,11,个,
852,25488,10668,崇村村委,凳子,11,张,
853,25472,10668,崇村村委,课桌,11,张,
854,25490,10668,崇村村委,球篮,12,个,
855,27576,10668,崇村村委,老学校,14,平米,
856,27575,10668,崇村村委,村学校,14,一资料库,
857,27573,10668,崇村村委,村道路,18,平米,
858,23166,10669,刘村村委,村委办公室,7,幢,
859,23163,10669,刘村村委,教学楼,8,幢,
860,23170,10669,刘村村委,凳子,11,个,
861,23168,10669,刘村村委,桌子,11,张,
862,23169,10669,刘村村委,老板桌,11,张,
863,37970,10669,刘村村委,书柜,11,套,
864,37968,10669,刘村村委,沙发,11,套,
865,37967,10669,刘村村委,椅子,11,套,
866,37966,10669,刘村村委,桌子,11,套,
867,23175,10669,刘村村委,体育设施,12,套,
868,23177,10669,刘村村委,乡村公路,13,公里,
869,23173,10669,刘村村委,广播器材,17,套,
870,23206,10670,南岭村委,村委办公楼,7,间,南岭村
871,23211,10670,南岭村委,彩电,10,套,南岭村
872,23212,10670,南岭村委,档案柜,10,套,南岭村
873,34177,10670,南岭村委,海信电视,10,台,
874,35686,10670,南岭村委,打印机,10,台,南岭村委
875,36069,10670,南岭村委,电视,10,,
876,37740,10670,南岭村委,打印机,10,台,南岭村
877,23215,10670,南岭村委,报刊架,10,套,南岭村
878,23207,10670,南岭村委,办公桌,11,套,南岭村
879,23209,10670,南岭村委,凳子,11,套,南岭村
880,23210,10670,南岭村委,椅子,11,套,南岭村
881,23213,10670,南岭村委,阅读桌,11,套,南岭村
882,23214,10670,南岭村委,阅读椅,11,套,南岭村
883,23217,10670,南岭村委,图书,12,套,南岭村
884,23208,10670,南岭村委,课桌,12,套,南岭村
885,22869,10672,雷沟村委,村委办公室,7,间,
886,22867,10672,雷沟村委,教学楼,8,幢,
887,37974,10672,雷沟村委,海尔电脑,10,套,
888,22872,10672,雷沟村委,办公椅子,11,把,
889,37976,10672,雷沟村委,美的空调,11,套,
890,37973,10672,雷沟村委,办公家具,11,批,
891,22874,10672,雷沟村委,办公书柜,11,个,
892,22870,10672,雷沟村委,办公桌子,11,张,
893,22880,10672,雷沟村委,健身器材,12,套,
894,37977,10672,雷沟村委,健身器材,12,批,
895,22883,10672,雷沟村委,乡村公路,13,公里,
896,22878,10672,雷沟村委,图书,18,个,
897,22852,10674,北沟村委,村委办公楼,7,幢,
898,22855,10674,北沟村委,办公设备,10,套,
899,37971,10674,北沟村委,海尔彩电,11,台,
900,37969,10674,北沟村委,办公家具,11,套,
901,37972,10674,北沟村委,海尔空调,11,台,
902,22860,10674,北沟村委,北沟村深水井,13,眼,
903,22864,10674,北沟村委,乡村公路,13,公里,
904,22858,10674,北沟村委,北沟吃水井,13,眼,
905,22853,10674,北沟村委,电教设施,14,套,
906,22862,10674,北沟村委,图书,18,册,
907,36273,10676,林场村委,电脑,10,台,
908,34247,10676,林场村委,TCL电视,10,台,
909,34248,10676,林场村委,联想电脑,10,台,
910,23140,10677,德厚村委,村委办公楼,7,幢,
911,23115,10677,德厚村委,村教学楼,8,幢,
912,23144,10677,德厚村委,电视,10,套,
913,23136,10677,德厚村委,办公桌椅,11,套,
914,23147,10677,德厚村委,健身器材,12,套,
915,23150,10677,德厚村委,村戏楼,12,个,
916,23153,10677,德厚村委,乡村公路,13,套,
917,23132,10678,上庄村委,教学楼,8,幢,
918,23148,10678,上庄村委,办公桌椅,10,套,
919,23154,10678,上庄村委,柜子,10,套,
920,23141,10678,上庄村委,凳子,11,个,
921,23151,10678,上庄村委,沙发,11,套,
922,23137,10678,上庄村委,课桌,11,张,
923,23143,10678,上庄村委,椅子,11,张,
924,23160,10678,上庄村委,乡村公路,13,公里,
925,23155,10678,上庄村委,彩电,16,个,
926,23158,10678,上庄村委,扩音系统,17,套,
927,23114,10680,石盆村委,教学楼,8,幢,
928,37994,10680,石盆村委,打印机,10,台,
929,23117,10680,石盆村委,电脑,10,套,
930,37981,10680,石盆村委,复印机,10,套,
931,37983,10680,石盆村委,美的空调,11,台,
932,37982,10680,石盆村委,桌子,11,张,
933,37995,10680,石盆村委,档案柜,11,个,
934,37996,10680,石盆村委,格力空调,11,台,
935,23124,10680,石盆村委,办公桌椅,11,套,
936,37980,10680,石盆村委,43寸智能电视,11,台,
937,23126,10680,石盆村委,图书,12,套,
938,23128,10680,石盆村委,乡村公路,13,公里,
939,23116,10680,石盆村委,电视,16,个,
940,23119,10680,石盆村委,扩音器,17,套,
941,23121,10680,石盆村委,喇叭,17,套,
942,23065,10683,柳庄村委,教学楼,8,幢,
943,37997,10683,柳庄村委,电脑,10,台,
944,23079,10683,柳庄村委,书柜,10,套,
945,38183,10683,柳庄村委,电脑,10,套,柳庄
946,23069,10683,柳庄村委,电视、电脑,10,套,
947,37987,10683,柳庄村委,京瓷打印机,10,套,
948,37998,10683,柳庄村委,电脑,10,台,
949,37999,10683,柳庄村委,电脑桌椅,11,套,
950,23070,10683,柳庄村委,办公桌椅,11,套,
951,23072,10683,柳庄村委,健身器材,12,套,
952,23074,10683,柳庄村委,图书,12,册,
953,23081,10683,柳庄村委,乡村公路,13,公里,
954,23089,10685,吴庄村委,村委办公室,7,幢,
955,23083,10685,吴庄村委,教学楼,8,幢,
956,23110,10685,吴庄村委,面粉厂,9,平米,
957,23109,10685,吴庄村委,旧村委办公室,9,幢,
958,23088,10685,吴庄村委,书柜,10,套,
959,23086,10685,吴庄村委,椅子,11,套,
960,23085,10685,吴庄村委,桌子,11,套,
961,23107,10685,吴庄村委,图书,12,套,
962,23113,10685,吴庄村委,乡村公路,13,公里,
963,23095,10685,吴庄村委,音箱,17,套,
964,23104,10685,吴庄村委,喇叭,17,个,
965,23093,10685,吴庄村委,投影仪,17,台,
966,23100,10685,吴庄村委,扩音器,17,套,
967,38186,10685,吴庄村委,水泵及钢管,18,个,
968,24689,10687,张沟村委,村委办公大楼,7,栋,
969,24688,10687,张沟村委,教学楼及房屋,8,套,
970,24691,10687,张沟村委,张氏宗祠,9,座,
971,27580,10687,张沟村委,空调,10,台,
972,24696,10687,张沟村委,电视机,10,台,
973,24698,10687,张沟村委,电暖器,10,台,
974,27581,10687,张沟村委,电脑,10,台,
975,24707,10687,张沟村委,方凳,11,个,
976,24711,10687,张沟村委,图书柜,11,个,
977,24703,10687,张沟村委,大会议桌,11,张,
978,24706,10687,张沟村委,椅子,11,把,
979,24704,10687,张沟村委,小会议桌,11,张,
980,24712,10687,张沟村委,阅读桌,11,张,
981,24710,10687,张沟村委,连椅,11,把,
982,24705,10687,张沟村委,茶几,11,个,
983,24702,10687,张沟村委,老板桌,11,张,
984,24701,10687,张沟村委,老板椅,11,把,
