"   ","ASSETID","SHOPID","ACCID","EQUIPMENTNO","ASSETSNAME","ASSETSTYPEID","CHANGETYPEID","UNITNAME","INITQTY","CURRQTY","PRICE","RAWVALUE","SPECS","ADDRESS","USESTATUS","CHARGEMAN","INDATE","OPID","OPDATE","INITFLAG","DEPID","MEMO","RENT_NUM","CHANGEAMOUNT","IMAGES","ASSETID","ASSETCODE","ASSETNAME","PARENTID","UNITNAME","ISUSED","MEMO","ISDETAIL"
"632","23242","10623","1","","柜子","11","1","套","6.000000","6.000000","333.000000","2000.000000","","中关村","1","代灵贤","2012-10-15","181","2012-10-15","T","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"633","33386","10623","1","","椅子","11","1","套","16.000000","16.000000","150.000000","2400.000000","","中关村委","1","代令贤","2015-04-17","290","2015-04-17","T","","","","2400","","11","010202","办公家具","3","套","T","办公家具",""
"634","38210","10623","1","","床","11","1","张","3.000000","3.000000","728.160000","2250.000000","","中关村委","1","","2019-07-02","529","2019-08-13","F","","","","2250","","11","010202","办公家具","3","套","T","办公家具",""
"635","23246","10623","1","","课桌凳","12","1","套","20.000000","20.000000","150.000000","3000.000000","","中关村","1","代灵贤","2012-10-15","181","2012-10-15","T","","","","3000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"636","23248","10623","1","","乒乓球案","12","1","套","1.000000","1.000000","250.000000","250.000000","","中关村","1","代灵贤","2012-10-15","181","2012-10-15","T","","","","250","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"637","23244","10623","1","","防汛器材","16","1","个","3.000000","3.000000","1000.000000","3000.000000","","中关村","1","代灵贤","2012-10-15","181","2012-10-15","T","","","","3000","","16","010501","一般设备","6","个","T","一般设备",""
"638","23766","10627","1","","村委房屋","7","4","间","30.000000","30.000000","3850.000000","115500.000000","","山底村","1","陈小莫","2012-10-12","288","2012-10-12","F","","1997年村集资建校30间，2010年学校无学生，现归村委使用。","","115500","","7","010101","村委房屋","2","平米","T","村委房屋",""
"639","23768","10627","1","","村委房屋","7","2","间","3.000000","3.000000","4833.000000","14499.000000","","山底村委","1","陈小莫","2012-10-12","288","2012-10-12","F","","","","14499","","7","010101","村委房屋","2","平米","T","村委房屋",""
"640","23779","10627","1","","其他房屋","9","2","间","11.000000","11.000000","591.000000","6501.000000","","山底村","2","陈小莫","2012-10-12","288","2012-10-23","F","","1975年修建，因2009年学校合并，村委移至学校。","","6501","","9","010103","其他房屋","2","平米","T","其他房屋",""
"641","23770","10627","1","","桌","11","1","张","20.000000","20.000000","75.000000","1500.000000","","山底村委","1","陈小莫","2012-10-12","288","2012-10-12","F","","2009年购置。","","1500","","11","010202","办公家具","3","套","T","办公家具",""
"642","23775","10627","1","","乒乓球台、篮球蓝","12","1","套","4.000000","4.000000","1500.000000","6000.000000","","山底村委","1","陈小莫","2012-10-12","288","2012-10-12","F","","2005年购置。","","6000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"643","24571","10627","1","","一组水池","13","2","座","1.000000","1.000000","5000.000000","5000.000000","","山底村","1","张石奇","2012-10-12","288","2012-10-12","F","","山底村一组群众自建工程。","","5000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"644","24581","10627","1","","二组水池","13","2","座","1.000000","1.000000","8000.000000","8000.000000","","山底二组","1","陈小来","2012-10-12","288","2012-10-12","F","","山底二组村民自建工程。","","8000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"645","24583","10627","1","","三组水池","13","2","座","1.000000","1.000000","8000.000000","8000.000000","","山底三组","1","赵西珍","2012-10-12","288","2012-10-12","F","","山底三组自建工程。","","8000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"646","24597","10627","1","","四、五组水池","13","3","座","3.000000","3.000000","20000.000000","60000.000000","","山底村","1","张拴保、张莫屯","2012-10-12","288","2012-10-12","F","","属上级饮水工程。","","60000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"647","24600","10627","1","","六七八组水池","13","3","座","2.000000","2.000000","20000.000000","40000.000000","","山底村下村","1","杨小林、杨建国、杨丁劳","2012-10-12","288","2012-10-12","F","","属于上级饮水工程。","","40000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"648","23782","10627","1","","喇叭、扩音机","16","8","套","1.000000","1.000000","6500.000000","6500.000000","","山底村委","1","张战胜","2012-10-12","288","2012-10-12","F","","","","6500","","16","010501","一般设备","6","个","T","一般设备",""
"649","29063","10627","1","","远程教育设备","17","8","套","1.000000","1.000000","5200.000000","5200.000000","","山底村委","1","张战胜","2012-10-12","288","2012-10-12","F","","2008年组织部发放。","","5200","","17","010502","专用设备","6","个","T","专用设备",""
"650","24595","10627","1","","六、七、八组道路","18","2","公里","2.000000","2.000000","10000.000000","20000.000000","","山底村","1","杨小林、杨建国、杨丁劳","2012-10-12","288","2012-10-12","F","","属于组建工程。","","20000","","18","010503","其它","6","个","T","其它",""
"651","24577","10627","1","","一组道路","18","2","公里","1.500000","1.500000","10000.000000","15000.000000","","山底一组","1","张石奇","2012-10-12","288","2012-10-12","F","","山底一组村民自修工程。","","15000","","18","010503","其它","6","个","T","其它",""
"652","23788","10627","1","","道路","18","4","公里","1.300000","1.300000","100000.000000","130000.000000","","山底村","1","陈小莫","2012-10-12","288","2012-10-12","F","","上级部门拨款7万元，村委6万元。路面宽3.5米，水泥路面。","","130000","","18","010503","其它","6","个","T","其它",""
"653","24591","10627","1","","四、五组道路","18","2","公里","2.000000","2.000000","10000.000000","20000.000000","","山底村","1","张拴保、张莫屯","2012-10-12","288","2012-10-12","F","","属于组建工程。","","20000","","18","010503","其它","6","个","T","其它",""
"654","24586","10627","1","","三组道路","18","2","公里","1.200000","1.200000","10000.000000","12000.000000","","山底三组","1","赵西珍","2012-10-12","288","2012-10-12","F","","山底三组自修工程。","","12000","","18","010503","其它","6","个","T","其它",""
"655","24579","10627","1","","二组道路","18","2","公里","1.000000","1.000000","10000.000000","10000.000000","","山底二组","1","陈小来","2012-10-12","288","2012-10-12","F","","山底二组自修工程。","","10000","","18","010503","其它","6","个","T","其它",""
"656","16352","10628","1","20110322001","村委房屋","7","2","间","12.000000","1.000000","16660.000000","200000.000000","","村委会","1","郭金贵","2010-10-15","181","2012-10-16","T","","","0","0","","7","010101","村委房屋","2","平米","T","村委房屋",""
"657","23288","10628","1","","东庄沟村学校","8","2","间","32.000000","32.000000","8400.000000","270000.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-16","T","","","","270000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"658","23291","10628","1","","电视机","10","1","台","1.000000","1.000000","1000.000000","1000.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","1000","","10","010201","办公设备","3","套","T","办公设备",""
"659","34172","10628","1","","联想台式机M4900","10","1","台","1.000000","1.000000","4520.000000","4520.000000","","","1","","2015-12-21","290","2015-12-21","F","","","","4520","","10","010201","办公设备","3","套","T","办公设备",""
"660","35751","10628","1","","打印机","10","1","","1.000000","1.000000","1450.000000","1450.000000","","","1","杨小峰","2016-08-22","290","2016-08-22","F","","","","1450","","10","010201","办公设备","3","套","T","办公设备",""
"661","36063","10628","1","","电脑","10","1","套","1.000000","1.000000","2680.000000","2680.000000","","村委","1","杨小峰","2016-12-20","290","2016-12-20","F","","","","2680","","10","010201","办公设备","3","套","T","办公设备",""
"662","34173","10628","1","","HP1005打印机","10","1","台","1.000000","1.000000","1680.000000","1680.000000","","","1","","2015-12-21","290","2015-12-21","F","","","","1680","","10","010201","办公设备","3","套","T","办公设备",""
"663","23292","10628","1","","床","11","1","套","3.000000","3.000000","660.000000","2000.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"664","23290","10628","1","","凳子","11","1","套","40.000000","40.000000","15.000000","600.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","600","","11","010202","办公家具","3","套","T","办公家具",""
"665","23294","10628","1","","档案柜","11","1","套","6.000000","6.000000","250.000000","1500.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","1500","","11","010202","办公家具","3","套","T","办公家具",""
"666","23289","10628","1","","桌子","11","1","套","20.000000","20.000000","150.000000","3000.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","3000","","11","010202","办公家具","3","套","T","办公家具",""
"667","23293","10628","1","","活动器材","12","1","套","3.000000","3.000000","500.000000","1500.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","1500","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"668","23287","10628","1","","东庄沟村水泥路","18","2","条","1.000000","1.000000","800000.000000","800000.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-16","T","","","","800000","","18","010503","其它","6","个","T","其它",""
"669","23295","10628","1","","红旗面","18","1","个","1.000000","1.000000","300.000000","300.000000","","东庄沟村","1","郭金贵","2012-10-15","181","2012-10-15","T","","","","300","","18","010503","其它","6","个","T","其它",""
"670","22977","10637","1","","村委房屋","7","2","间","1.000000","1.000000","510000.000000","510000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","510000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"671","34226","10637","1","","电脑","10","1","台","1.000000","1.000000","4700.000000","4700.000000","","","1","","2015-12-25","290","2015-12-25","T","","","","4700","","10","010201","办公设备","3","套","T","办公设备",""
"672","36065","10637","1","","笔记本电脑","10","1","","1.000000","1.000000","3398.000000","3398.000000","","村委","1","宋点军","2016-12-20","290","2016-12-20","F","","","","3398","","10","010201","办公设备","3","套","T","办公设备",""
"673","22983","10637","1","","电脑","10","1","套","2.000000","2.000000","1500.000000","3000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","3000","","10","010201","办公设备","3","套","T","办公设备",""
"674","36064","10637","1","","彩电","10","1","","2350.000000","2350.000000","1.000000","2350.000000","","村委","1","鲁英民","2016-12-20","290","2016-12-20","F","","","","2350","","10","010201","办公设备","3","套","T","办公设备",""
"675","34227","10637","1","","电视","10","1","台","1.000000","1.000000","1550.000000","1550.000000","","","1","","2015-12-25","290","2015-12-25","T","","","","1550","","10","010201","办公设备","3","套","T","办公设备",""
"676","22981","10637","1","","电视机","10","1","套","2.000000","2.000000","2500.000000","5000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","5000","","10","010201","办公设备","3","套","T","办公设备",""
"677","22978","10637","1","","桌子","11","1","套","79.000000","79.000000","100.000000","7900.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","7900","","11","010202","办公家具","3","套","T","办公家具",""
"678","22979","10637","1","","柜子","11","1","套","9.000000","9.000000","144.000000","1300.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","1300","","11","010202","办公家具","3","套","T","办公家具",""
"679","22980","10637","1","","体育器材","12","1","套","6.000000","6.000000","2160.000000","13000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","13000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"680","22985","10637","1","","水泵","13","1","套","1.000000","1.000000","17000.000000","17000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","17000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"681","22988","10637","1","","深井","13","2","眼","1.000000","1.000000","600000.000000","600000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","600000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"682","22993","10637","1","","公路","18","2","公里","35.000000","35.000000","100000.000000","3500000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","3500000","","18","010503","其它","6","个","T","其它",""
"683","22989","10637","1","","图书","18","1","套","2124.000000","2124.000000","7.000000","15000.000000","","柏隆村","1","张金周","2012-10-15","181","2012-10-15","T","","","","15000","","18","010503","其它","6","个","T","其它",""
"684","22895","10640","1","002","村委办公楼","7","2","幢","1.000000","1.000000","210000.000000","210000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","210000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"685","22901","10640","1","005","教师住宿楼","8","2","幢","1.000000","1.000000","200000.000000","200000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","200000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"686","22893","10640","1","001","村教学楼","8","2","幢","1.000000","1.000000","350000.000000","350000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","350000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"687","22899","10640","1","004","电视","10","1","台","1.000000","1.000000","2000.000000","2000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","2000","","10","010201","办公设备","3","套","T","办公设备",""
"688","22897","10640","1","003","办公桌椅","11","1","个","40.000000","40.000000","160.000000","6500.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","6500","","11","010202","办公家具","3","套","T","办公家具",""
"689","22908","10640","1","008","乡村公路","13","2","公里","1.700000","1.700000","138000.000000","234600.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","234600","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"690","22902","10640","1","006","图书","18","1","册","3000.000000","3000.000000","6.500000","20000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","20000","","18","010503","其它","6","个","T","其它",""
"691","24613","10642","1","","村委房屋","7","2","间","2.000000","2.000000","12000.000000","24000.000000","","金灯河村","1","张海锁","2012-10-12","288","2012-10-12","F","","","","24000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"692","24612","10642","1","","村委房屋","7","3","间","12.000000","12.000000","13000.000000","156000.000000","","金灯河村","1","张海锁","2012-10-12","288","2012-10-12","F","","1997年村民集资，教育局拨款修建。2009年因没有学生，房屋归村委使用。","","156000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"693","28844","10642","1","","柜子","11","1","个","1.000000","1.000000","260.000000","260.000000","","金灯河村委","1","张海锁","2012-10-12","288","2012-10-12","F","","","","260","","11","010202","办公家具","3","套","T","办公家具",""
"694","23579","10642","1","","桌子","11","8","张","20.000000","20.000000","110.000000","2200.000000","","金灯河村委","1","张海锁","2012-10-12","288","2012-10-12","F","","2009年环保局捐赠。","","2200","","11","010202","办公家具","3","套","T","办公家具",""
"695","23583","10642","1","","椅子","11","8","把","30.000000","30.000000","55.000000","1650.000000","","金灯河村委","1","张海锁","2012-10-12","288","2012-10-12","F","","2009年环保局捐赠。","","1650","","11","010202","办公家具","3","套","T","办公家具",""
"696","23588","10642","1","","电视机","14","8","台","1.000000","1.000000","2500.000000","2500.000000","","金灯河村委","1","张海锁","2012-10-12","288","2012-10-12","F","","本设备由教育部门发放。王栓堂保存。","","2500","","14","010303","教学科研设施","4","套","T","教学科研设施",""
"697","23591","10642","1","","电脑","14","8","部","1.000000","1.000000","3500.000000","3500.000000","","金灯河村委","1","张海锁","2012-10-12","288","2012-10-12","F","","本设备由教育部门发放，王栓堂保存使用。","","3500","","14","010303","教学科研设施","4","套","T","教学科研设施",""
"698","23606","10642","1","","防汛喇叭","17","8","套","1.000000","1.000000","6500.000000","6500.000000","","金灯河村","1","张海锁","2012-10-12","288","2012-10-12","F","","2011-2012年由防汛指挥部发放，包括预警器1个、警报器3个、预报广播3套、铜锣2个、口哨2个。","","6500","","17","010502","专用设备","6","个","T","专用设备",""
"699","23598","10642","1","","远程教育设备电视","17","8","台","1.000000","1.000000","1500.000000","1500.000000","","金灯河村委","1","张海锁","2012-10-12","288","2012-10-12","F","","2008年组织部发放。","","1500","","17","010502","专用设备","6","个","T","专用设备",""
"700","23618","10642","1","","村道路","18","3","条","1.000000","1.000000","630000.000000","630000.000000","","金灯河村","1","张海锁","2012-10-12","288","2012-10-12","F","","1995年修建，金古朵至坡池岭8公里，砂石路。","","630000","","18","010503","其它","6","个","T","其它",""
"701","23616","10642","1","","村道路","18","3","条","1.000000","1.000000","3000000.000000","3000000.000000","","金灯河村","1","张海锁","2012-10-12","288","2012-10-12","F","","1997年村村通工程，乱树平至磨沟3公里水泥路。","","3000000","","18","010503","其它","6","个","T","其它",""
"702","21166","10643","1","001","村教学楼","8","2","幢","1.000000","1.000000","348000.000000","348000.000000","","","1","","2012-09-12","286","2012-10-12","F","","","","348000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"703","22960","10643","1","002","电教设施","10","1","套","1.000000","1.000000","5000.000000","5000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","5000","","10","010201","办公设备","3","套","T","办公设备",""
"704","22961","10643","1","003","办公桌椅","11","1","套","10.000000","10.000000","800.000000","8000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","8000","","11","010202","办公家具","3","套","T","办公家具",""
"705","22968","10643","1","005","书柜","11","1","套","4.000000","4.000000","625.000000","2500.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","2500","","11","010202","办公家具","3","套","T","办公家具",""
"706","22970","10643","1","006","乡村公路","13","2","公里","1.000000","1.000000","135000.000000","135000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","135000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"707","22965","10643","1","004","图书","18","1","册","1300.000000","1300.000000","12.000000","16000.000000","","","1","","2012-10-15","286","2012-10-15","F","","","","16000","","18","010503","其它","6","个","T","其它",""
"708","23453","10645","1","001","村委房屋","7","2","间","16.000000","16.000000","16250.000000","260000.000000","","村委","1","茹小霞","2012-10-17","295","2013-03-12","F","","2004年建，办公楼16间，2层建筑面积480平方米","","260000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"709","23457","10645","1","002","村学校","8","2","间","33.000000","33.000000","6000.000000","198000.000000","","坡头村","1","茹小霞","2012-10-17","295","2012-10-17","F","","98年建1楼11间，92年建平房10间，04年建平房12间","","198000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"710","23482","10645","1","013","资料箱","11","1","个","4.000000","4.000000","200.000000","800.000000","","村委会","1","茹小霞","2012-10-17","295","2013-03-12","F","","","","800","","11","010202","办公家具","3","套","T","办公家具",""
"711","23474","10645","1","010","培训教室坐凳","11","1","套","60.000000","60.000000","10.000000","600.000000","","村委会培训室","1","茹小霞","2012-10-17","295","2012-10-17","F","","2005年配置","","600","","11","010202","办公家具","3","套","T","办公家具",""
"712","23479","10645","1","012","沙发","11","1","套","2.000000","2.000000","2400.000000","4800.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","","","4800","","11","010202","办公家具","3","套","T","办公家具",""
"713","23459","10645","1","003","村室桌子","11","1","张","30.000000","30.000000","60.000000","1800.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","2004年配备","","1800","","11","010202","办公家具","3","套","T","办公家具",""
"714","23477","10645","1","011","床","11","1","张","2.000000","2.000000","500.000000","1000.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","2008年，村委村支部办公室配备","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"715","23468","10645","1","007","舞台","12","2","座","1.000000","1.000000","80000.000000","80000.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","2003年修建，面积100平方米","","80000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"716","23464","10645","1","005","戏曲音箱设备","12","1","套","1.000000","1.000000","6000.000000","6000.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","2006年购置","","6000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"717","23466","10645","1","006","戏曲舞台灯具文武场面","12","1","套","1.000000","1.000000","4000.000000","4000.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","2006年购置","","4000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"718","23462","10645","1","004","篮球场","12","2","个","1.000000","1.000000","12000.000000","12000.000000","","村委","1","茹小霞","2012-10-17","295","2012-10-17","F","","2004年10月修建","","12000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"719","23469","10645","1","008","健身器材","12","1","套","6.000000","6.000000","583.330000","3500.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","2006-2007年村健身器材4个，乒乓球案2个。","","3500","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"720","23486","10645","1","014","书","12","1","册","3000.000000","3000.000000","8.000000","24000.000000","","村室","1","茹小霞","2012-10-17","295","2012-10-17","F","","2007年购置","","24000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"721","23509","10645","1","017","村容村貌","12","1","套","1.000000","1.000000","98400.000000","98400.000000","","坡头村","1","茹小霞","2012-10-17","295","2012-10-17","F","","排水沟1475米，安装路灯13盏。","","98400","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"722","23500","10645","1","016","社火","12","1","套","1.000000","1.000000","10000.000000","10000.000000","","村室","1","茹小霞","2012-10-17","295","2012-10-17","F","","社鼓、锣、镲、服装一套","","10000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"723","23472","10645","1","009","电视机","12","1","台","1.000000","1.000000","1500.000000","1500.000000","","村委会","1","茹小霞","2012-10-17","295","2012-10-17","F","","","","1500","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"724","23489","10645","1","015","古装西衣","12","1","套","40.000000","40.000000","625.000000","25000.000000","","村室","1","茹小霞","2012-10-17","295","2012-10-17","F","","村有传统演戏习惯","","25000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"725","24460","10648","1","","村委房屋","7","2","间","13.000000","13.000000","12000.000000","156000.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-22","T","","","","156000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"726","24461","10648","1","","学校房屋","8","2","平米","34.000000","34.000000","13800.000000","470000.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-15","T","","","","470000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"727","35754","10648","1","","打印机","10","1","台","1.000000","1.000000","1450.000000","1450.000000","","","1","王乱金","2016-08-29","290","2016-08-29","F","","","","1450","","10","010201","办公设备","3","套","T","办公设备",""
"728","24465","10648","1","","床","11","1","套","8.000000","8.000000","200.000000","1900.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-15","T","","","","1900","","11","010202","办公家具","3","套","T","办公家具",""
"729","24462","10648","1","","办公设施","11","1","套","4.000000","4.000000","3750.000000","15000.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-15","T","","","","15000","","11","010202","办公家具","3","套","T","办公家具",""
"730","24463","10648","1","","办公家具","11","1","套","31.000000","31.000000","161.000000","5000.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-15","T","","","","5000","","11","010202","办公家具","3","套","T","办公家具",""
"731","24464","10648","1","","柜子","11","1","套","8.000000","8.000000","300.000000","2500.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-15","T","","","","2500","","11","010202","办公家具","3","套","T","办公家具",""
"732","24466","10648","1","","文化设备","12","1","套","5.000000","5.000000","1900.000000","9500.000000","","中朝村","1","张小吾","2012-10-15","181","2012-10-15","T","","","","9500","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"733","24443","10654","1","","房屋","7","2","间","32.000000","32.000000","5750.000000","184000.000000","","四龙庙村","1","张东堂","2012-10-15","181","2012-10-22","T","","","","184000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"734","24452","10654","1","","电话","10","1","套","1.000000","1.000000","100.000000","100.000000","","四龙庙村","1","张东堂","2012-10-15","181","2012-10-15","T","","","","100","","10","010201","办公设备","3","套","T","办公设备",""
"735","35687","10654","1","","创维电视","10","1","台","1.000000","1.000000","3299.000000","3299.000000","","四龙庙村委","1","陈宝松","2016-08-16","290","2016-08-16","F","","","","3299","","10","010201","办公设备","3","套","T","办公设备",""
"736","24453","10654","1","","远程教育器材","10","1","套","1.000000","1.000000","500.000000","500.000000","","四龙庙村","1","张东堂","2012-10-15","181","2012-10-15","T","","","","500","","10","010201","办公设备","3","套","T","办公设备",""
"737","36685","10654","1","","电脑","10","1","","1.000000","1.000000","3997.000000","3997.000000","联想","","1","","2017-08-07","529","2017-08-07","F","","","","3997","","10","010201","办公设备","3","套","T","办公设备",""
"738","34245","10654","1","","电视","10","1","台","1.000000","1.000000","1600.000000","1600.000000","32寸","","1","","2015-12-25","290","2015-12-25","T","","","","1600","","10","010201","办公设备","3","套","T","办公设备",""
"739","34246","10654","1","","电脑","10","1","台","1.000000","1.000000","2900.000000","2900.000000","联想s500","","1","","2015-12-25","290","2015-12-25","T","","","","2900","","10","010201","办公设备","3","套","T","办公设备",""
"740","24454","10654","1","","书架","11","1","套","2.000000","2.000000","500.000000","1000.000000","","四龙庙村","1","张东堂","2012-10-15","529","2018-10-09","T","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"741","24446","10654","1","","会议室大案","11","1","套","1.000000","1.000000","3000.000000","3000.000000","","四龙庙村","1","张东堂","2012-10-15","181","2012-10-15","T","","","","3000","","11","010202","办公家具","3","套","T","办公家具",""
"742","24447","10654","1","","床","11","1","套","6.000000","6.000000","200.000000","1200.000000","","四龙庙村","1","张东堂","2012-10-15","181","2012-10-15","T","","","","1200","","11","010202","办公家具","3","套","T","办公家具",""
"743","37272","10654","1","","1.6米办公桌","11","1","套","4.000000","4.000000","550.000000","2200.000000","1.6m","四龙庙村","1","","2018-09-03","529","2018-10-09","F","","","","2200","","11","010202","办公家具","3","套","T","办公家具",""
"744","37273","10654","1","","办公椅","11","1","个","4.000000","4.000000","150.000000","600.000000","","四龙庙村","1","","2018-09-03","529","2018-10-09","F","","","","600","","11","010202","办公家具","3","套","T","办公家具",""
"745","37274","10654","1","","1.8米班台","11","1","张","1.000000","1.000000","1300.000000","1300.000000","","四龙庙村","1","","2018-10-03","529","2018-10-09","F","","","","1300","","11","010202","办公家具","3","套","T","办公家具",""
"746","37275","10654","1","","班台椅","11","1","个","1.000000","1.000000","351.000000","351.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","351","","11","010202","办公家具","3","套","T","办公家具",""
"747","37277","10654","1","","档案柜","11","1","个","2.000000","2.000000","350.000000","700.000000","","四龙庙村","1","","2018-10-03","529","2018-10-03","F","","","","700","","11","010202","办公家具","3","套","T","办公家具",""
"748","37278","10654","1","","书柜","11","1","门","5.000000","5.000000","350.000000","1750.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","1750","","11","010202","办公家具","3","套","T","办公家具",""
"749","37279","10654","1","","活动室桌","11","1","套","1.000000","1.000000","1800.000000","1800.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","1800","","11","010202","办公家具","3","套","T","办公家具",""
"750","37280","10654","1","","皮质办公沙发","11","1","套","1.000000","1.000000","1000.000000","1000.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"751","37281","10654","1","","皮质办公沙发","11","1","套","3.000000","3.000000","3.000000","2550.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","2550","","11","010202","办公家具","3","套","T","办公家具",""
"752","37283","10654","1","","办公茶几","11","1","个","4.000000","4.000000","200.000000","800.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","800","","11","010202","办公家具","3","套","T","办公家具",""
"753","37284","10654","1","","饮水机","11","1","个","3.000000","3.000000","210.000000","630.000000","","四龙庙村","1","","2018-09-03","529","2018-09-03","F","","","","630","","11","010202","办公家具","3","套","T","办公家具",""
