"   ","ASSETID","SHOPID","ACCID","EQUIPMENTNO","ASSETSNAME","ASSETSTYPEID","CHANGETYPEID","UNITNAME","INITQTY","CURRQTY","PRICE","RAWVALUE","SPECS","ADDRESS","USESTATUS","CHARGEMAN","INDATE","OPID","OPDATE","INITFLAG","DEPID","MEMO","RENT_NUM","CHANGEAMOUNT","IMAGES","ASSETID","ASSETCODE","ASSETNAME","PARENTID","UNITNAME","ISUSED","MEMO","ISDETAIL"
"1147","21606","10832","1","","村委房屋","7","2","间","32.000000","32.000000","15625.000000","500000.000000","","","1","","2012-10-11","297","2012-10-11","T","","","","500000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1148","21790","10832","1","","幼儿园教学楼","8","2","间","14.000000","14.000000","42857.000000","600000.000000","","","1","","2012-09-12","297","2012-09-12","T","","","","600000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1149","21604","10832","1","","办公用品沙发床柜子","10","1","套","17.000000","17.000000","517.000000","8800.000000","","","1","","2012-10-11","297","2012-10-11","T","","","","8800","","10","010201","办公设备","3","套","T","办公设备",""
"1150","21600","10832","1","","办公桌椅","10","1","套","107.000000","107.000000","135.000000","14500.000000","","","1","","2012-10-11","297","2012-10-11","T","","","","14500","","10","010201","办公设备","3","套","T","办公设备",""
"1151","21792","10832","1","","电脑","10","8","台","1.000000","1.000000","3000.000000","3000.000000","","","1","","2012-09-12","297","2012-09-12","T","","","","3000","","10","010201","办公设备","3","套","T","办公设备",""
"1152","21605","10832","1","","教育桌椅","10","1","套","11.000000","11.000000","118.000000","1300.000000","","","1","","2012-10-11","297","2012-10-11","T","","","","1300","","10","010201","办公设备","3","套","T","办公设备",""
"1153","21782","10832","1","","乒乓球案","18","8","个","2.000000","2.000000","1650.000000","3300.000000","","","1","","2012-09-12","297","2012-09-12","T","","","","3300","","18","010503","其它","6","个","T","其它",""
"1154","21784","10832","1","","麻将桌","18","1","个","2.000000","2.000000","50.000000","100.000000","","","1","","2012-09-12","297","2012-09-12","T","","","","100","","18","010503","其它","6","个","T","其它",""
"1155","21780","10832","1","","篮球栏","18","8","个","2.000000","2.000000","3000.000000","6000.000000","","","1","","2012-09-12","297","2012-09-12","T","","","","6000","","18","010503","其它","6","个","T","其它",""
"1156","25202","10833","1","","村室","7","2","间","4.000000","4.000000","25000.000000","100000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","100000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1157","25197","10833","1","","学校房屋","8","2","间","32.000000","32.000000","15625.000000","500000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","500000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1158","25203","10833","1","","机井房子","9","2","间","2.000000","2.000000","25000.000000","50000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","50000","","9","010103","其他房屋","2","平米","T","其他房屋",""
"1159","25200","10833","1","","图书柜","11","8","个","5.000000","5.000000","300.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","11","010202","办公家具","3","套","T","办公家具",""
"1160","25198","10833","1","","办公桌椅","11","1","套","15.000000","15.000000","166.000000","2500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2500","","11","010202","办公家具","3","套","T","办公家具",""
"1161","25199","10833","1","","图书","12","8","册","1700.000000","1700.000000","11.000000","20000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","20000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1162","25201","10833","1","","乡村道路","18","2","公里","6.400000","6.400000","140625.000000","900000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","900000","","18","010503","其它","6","个","T","其它",""
"1163","25204","10835","1","","村委房屋","7","2","间","5.000000","5.000000","20000.000000","100000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","100000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1164","25205","10835","1","","学校房屋","8","2","间","52.000000","52.000000","8653.000000","450000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","450000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1165","25207","10835","1","","办公椅","11","1","把","60.000000","60.000000","50.000000","3000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3000","","11","010202","办公家具","3","套","T","办公家具",""
"1166","25206","10835","1","","办公桌","11","1","套","25.000000","25.000000","160.000000","4000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","4000","","11","010202","办公家具","3","套","T","办公家具",""
"1167","25208","10835","1","","文件柜","11","8","个","4.000000","4.000000","200.000000","800.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","800","","11","010202","办公家具","3","套","T","办公家具",""
"1168","25210","10835","1","","乡村道路","18","2","公里","2.500000","2.500000","180000.000000","450000.000000","","","1","","2012-10-11","309","2013-04-09","F","","","","450000","","18","010503","其它","6","个","T","其它",""
"1169","25211","10839","1","","村办公室","7","2","间","5.000000","5.000000","6000.000000","30000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","30000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1170","25221","10839","1","","三组学校","8","2","间","10.000000","10.000000","2000.000000","20000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","20000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1171","25218","10839","1","","四五组学校","8","2","间","8.000000","8.000000","2500.000000","20000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","20000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1172","25219","10839","1","","远程教育设备","10","8","套","1.000000","1.000000","1500.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","10","010201","办公设备","3","套","T","办公设备",""
"1173","25213","10839","1","","档案柜","11","8","套","3.000000","3.000000","333.000000","1000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"1174","25216","10839","1","","书案","11","8","个","1.000000","1.000000","300.000000","300.000000","","","1","","2012-10-11","309","2012-10-30","F","","","","300","","11","010202","办公家具","3","套","T","办公家具",""
"1175","25215","10839","1","","图书柜","11","8","个","5.000000","5.000000","200.000000","1000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"1176","25214","10839","1","","计生课桌","11","8","套","24.000000","24.000000","166.000000","4000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","4000","","11","010202","办公家具","3","套","T","办公家具",""
"1177","25212","10839","1","","桌椅沙发","11","8","套","3.000000","3.000000","833.000000","2500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2500","","11","010202","办公家具","3","套","T","办公家具",""
"1178","25217","10839","1","","图书","12","8","册","200.000000","200.000000","25.000000","5000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","5000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1179","25220","10839","1","","水利设施","13","2","套","1.000000","1.000000","300000.000000","300000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","300000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"1180","25222","10839","1","","水管","13","1","根","11.000000","11.000000","136.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"1181","25223","10839","1","","乡村道路","18","2","公里","2.200000","2.200000","136363.000000","300000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","300000","","18","010503","其它","6","个","T","其它",""
"1182","25225","10845","1","","村委办公楼","7","2","间","14.000000","14.000000","500.000000","7000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","7000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1183","25224","10845","1","","教学楼","8","2","间","14.000000","14.000000","10000.000000","140000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","140000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1184","25226","10845","1","","远程教育设备","10","8","套","1.000000","1.000000","3000.000000","3000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3000","","10","010201","办公设备","3","套","T","办公设备",""
"1185","25228","10845","1","","计生课桌","11","8","套","12.000000","12.000000","100.000000","1200.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1200","","11","010202","办公家具","3","套","T","办公家具",""
"1186","25227","10845","1","","办公桌椅","11","8","套","2.000000","2.000000","1000.000000","2000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"1187","25230","10847","1","","教学楼","8","2","间","22.000000","22.000000","13636.000000","300000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","300000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1188","25231","10847","1","","桌椅","11","8","套","40.000000","40.000000","87.500000","3500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3500","","11","010202","办公家具","3","套","T","办公家具",""
"1189","25229","10847","1","","乡村道路","18","2","公里","7.800000","7.800000","210384.000000","1641000.000000","","","1","","2012-10-11","309","2013-04-09","F","","","","1641000","","18","010503","其它","6","个","T","其它",""
"1190","25235","10850","1","","村委房屋","7","2","间","5.000000","5.000000","16000.000000","80000.000000","","","1","","2012-10-11","309","2013-04-09","F","","","","80000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1191","25234","10850","1","","学校房屋","8","2","间","16.000000","16.000000","10000.000000","160000.000000","","","1","","2012-10-11","309","2013-04-09","F","","","","160000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1192","25236","10850","1","","办公桌椅","11","8","套","2.000000","2.000000","750.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","11","010202","办公家具","3","套","T","办公家具",""
"1193","25238","10850","1","","乡村道路","18","2","公里","2.000000","2.000000","140000.000000","280000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","280000","","18","010503","其它","6","个","T","其它",""
"1194","25243","10852","1","","村委房屋","7","2","间","12.000000","12.000000","10833.000000","130000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","130000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1195","25244","10852","1","","电脑","10","8","台","1.000000","1.000000","3000.000000","3000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3000","","10","010201","办公设备","3","套","T","办公设备",""
"1196","25247","10852","1","","扩音机喇叭","10","1","套","1.000000","1.000000","7000.000000","7000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","7000","","10","010201","办公设备","3","套","T","办公设备",""
"1197","25246","10852","1","","电视机","10","8","台","1.000000","1.000000","1500.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","10","010201","办公设备","3","套","T","办公设备",""
"1198","25251","10852","1","","书柜","11","8","个","5.000000","5.000000","400.000000","2000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"1199","25253","10852","1","","阅览桌椅","11","8","套","1.000000","1.000000","2000.000000","2000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"1200","25254","10852","1","","计生桌椅","11","8","套","40.000000","40.000000","80.000000","3200.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3200","","11","010202","办公家具","3","套","T","办公家具",""
"1201","25249","10852","1","","沙发","11","1","套","2.000000","2.000000","1250.000000","2500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2500","","11","010202","办公家具","3","套","T","办公家具",""
"1202","25250","10852","1","","办公桌","11","1","套","4.000000","4.000000","2125.000000","8500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","8500","","11","010202","办公家具","3","套","T","办公家具",""
"1203","25255","10852","1","","体育设施","12","8","套","3.000000","3.000000","6666.000000","20000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","20000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1204","25252","10852","1","","图书","12","8","套","2000.000000","2000.000000","10.000000","20000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","20000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1205","25256","10852","1","","水利设施","13","2","套","1.000000","1.000000","500000.000000","500000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","500000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"1206","25263","10854","1","","村委房屋","7","2","间","9.000000","9.000000","11111.000000","100000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","100000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1207","25261","10854","1","","教学楼","8","2","间","28.000000","28.000000","17857.000000","500000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","500000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1208","25264","10854","1","","瓷厂","9","2","间","10.000000","10.000000","4000.000000","40000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","40000","","9","010103","其他房屋","2","平米","T","其他房屋",""
"1209","25265","10854","1","","电工房","9","2","间","2.000000","2.000000","5000.000000","10000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","10000","","9","010103","其他房屋","2","平米","T","其他房屋",""
"1210","25275","10854","1","","电视机","10","8","套","1.000000","1.000000","2000.000000","2000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2000","","10","010201","办公设备","3","套","T","办公设备",""
"1211","25284","10854","1","","扩音机设备","10","1","套","1.000000","1.000000","4000.000000","4000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","4000","","10","010201","办公设备","3","套","T","办公设备",""
"1212","25273","10854","1","","电脑","10","8","台","1.000000","1.000000","4000.000000","4000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","4000","","10","010201","办公设备","3","套","T","办公设备",""
"1213","25268","10854","1","","检查床","11","8","张","1.000000","1.000000","400.000000","400.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","400","","11","010202","办公家具","3","套","T","办公家具",""
"1214","25267","10854","1","","档案柜","11","8","个","2.000000","2.000000","400.000000","800.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","800","","11","010202","办公家具","3","套","T","办公家具",""
"1215","25272","10854","1","","计生桌椅","11","8","套","15.000000","15.000000","133.000000","2000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"1216","25271","10854","1","","办公桌椅","11","8","套","6.000000","6.000000","333.000000","2000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2000","","11","010202","办公家具","3","套","T","办公家具",""
"1217","25283","10854","1","","路灯","17","1","副","10.000000","10.000000","300.000000","3000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3000","","17","010502","专用设备","6","个","T","专用设备",""
"1218","25269","10854","1","","乡村道路","18","2","公里","2.600000","2.600000","153846.000000","400000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","400000","","18","010503","其它","6","个","T","其它",""
"1219","25285","10861","1","","村委房屋","7","2","间","12.000000","12.000000","1250.000000","15000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","15000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1220","25286","10861","1","","教学楼","8","2","间","12.000000","12.000000","16666.000000","200000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","200000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1221","25289","10861","1","","远程教育设备","10","8","套","1.000000","1.000000","6200.000000","6200.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","6200","","10","010201","办公设备","3","套","T","办公设备",""
"1222","25288","10861","1","","计生桌椅","11","8","套","15.000000","15.000000","143.000000","2150.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2150","","11","010202","办公家具","3","套","T","办公家具",""
"1223","25287","10861","1","","办公桌椅","11","8","套","2.000000","2.000000","750.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","11","010202","办公家具","3","套","T","办公家具",""
"1224","25290","10861","1","","健身器材","12","8","套","1.000000","1.000000","3700.000000","3700.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","3700","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1225","25291","10861","1","","水利设施","13","2","套","1.000000","1.000000","70000.000000","70000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","70000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"1226","25292","10861","1","","乡村道路","18","2","公里","2.000000","2.000000","150000.000000","300000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","300000","","18","010503","其它","6","个","T","其它",""
"1227","22001","10862","1","","高压锅","6","23","个","1.000000","1.000000","100.000000","100.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","100","","6","0105","其他","1","个","T","其他",""
"1228","22005","10862","1","","图书","6","20","册","3000.000000","3000.000000","6.660000","20000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","20000","","6","0105","其他","1","个","T","其他",""
"1229","21997","10862","1","","灭杀菌灯","6","23","个","1.000000","1.000000","150.000000","150.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","150","","6","0105","其他","1","个","T","其他",""
"1230","21888","10862","1","","村办公楼","7","2","间","12.000000","12.000000","15000.000000","180000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","180000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1231","21891","10862","1","","平房","7","2","间","3.000000","3.000000","26666.000000","80000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","80000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1232","21895","10862","1","","瓦房","7","2","间","21.000000","21.000000","2000.000000","42000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","42000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1233","22007","10862","1","","冷藏柜","10","23","个","1.000000","1.000000","350.000000","350.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","350","","10","010201","办公设备","3","套","T","办公设备",""
"1234","22009","10862","1","","电视机","10","23","台","2.000000","2.000000","1500.000000","3000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","3000","","10","010201","办公设备","3","套","T","办公设备",""
"1235","22006","10862","1","","电脑","10","23","台","2.000000","2.000000","3500.000000","7000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","7000","","10","010201","办公设备","3","套","T","办公设备",""
"1236","21961","10862","1","","药具柜","11","23","个","1.000000","1.000000","80.000000","80.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","80","","11","010202","办公家具","3","套","T","办公家具",""
"1237","21956","10862","1","","办公桌椅、报刊架","11","23","套","1.000000","1.000000","1000.000000","1000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"1238","21959","10862","1","","小方桌、椅子","11","23","套","1.000000","1.000000","120.000000","120.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","120","","11","010202","办公家具","3","套","T","办公家具",""
"1239","21985","10862","1","","椅子","11","23","把","2.000000","2.000000","50.000000","100.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","100","","11","010202","办公家具","3","套","T","办公家具",""
"1240","21989","10862","1","","观察床","11","23","张","3.000000","3.000000","70.000000","210.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","210","","11","010202","办公家具","3","套","T","办公家具",""
"1241","21932","10862","1","","凳子","11","1","个","50.000000","50.000000","20.000000","1000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"1242","21954","10862","1","","书柜","11","23","个","7.000000","7.000000","500.000000","3500.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","3500","","11","010202","办公家具","3","套","T","办公家具",""
"1243","21941","10862","1","","饮水机","11","1","台","1.000000","1.000000","80.000000","80.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","80","","11","010202","办公家具","3","套","T","办公家具",""
"1244","21929","10862","1","","椅子","11","23","把","10.000000","10.000000","30.000000","300.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","300","","11","010202","办公家具","3","套","T","办公家具",""
"1245","21991","10862","1","","床头柜","11","23","个","3.000000","3.000000","50.000000","150.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","150","","11","010202","办公家具","3","套","T","办公家具",""
"1246","21940","10862","1","","沙发茶几","11","23","套","2.000000","2.000000","500.000000","1000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"1247","21974","10862","1","","铁皮药柜","11","23","个","4.000000","4.000000","375.000000","1500.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","1500","","11","010202","办公家具","3","套","T","办公家具",""
"1248","21971","10862","1","","中药柜","11","23","个","1.000000","1.000000","2500.000000","2500.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","2500","","11","010202","办公家具","3","套","T","办公家具",""
"1249","21969","10862","1","","活动器材柜","11","20","个","1.000000","1.000000","250.000000","250.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","250","","11","010202","办公家具","3","套","T","办公家具",""
"1250","21902","10862","1","","桌子","11","23","张","35.000000","35.000000","100.000000","3500.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","3500","","11","010202","办公家具","3","套","T","办公家具",""
"1251","21976","10862","1","","诊断床","11","23","张","1.000000","1.000000","200.000000","200.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","200","","11","010202","办公家具","3","套","T","办公家具",""
"1252","21936","10862","1","","办公桌椅","11","23","套","4.000000","4.000000","200.000000","800.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","800","","11","010202","办公家具","3","套","T","办公家具",""
"1253","21964","10862","1","","康健床","11","23","张","1.000000","1.000000","100.000000","100.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","100","","11","010202","办公家具","3","套","T","办公家具",""
"1254","21980","10862","1","","桌子","11","23","张","3.000000","3.000000","100.000000","300.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","300","","11","010202","办公家具","3","套","T","办公家具",""
"1255","21951","10862","1","","乒乓球台、拍、羽毛球拍","18","23","套","1.000000","1.000000","1200.000000","1200.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","1200","","18","010503","其它","6","个","T","其它",""
"1256","22013","10865","1","","村室及大院","7","2","间","5.000000","5.000000","42000.000000","210000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","84000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1257","22034","10865","1","","猪场房","9","2","间","6.000000","6.000000","7600.000000","45600.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","45600","","9","010103","其他房屋","2","平米","T","其他房屋",""
"1258","22036","10865","1","","猪舍","9","2","间","54.000000","54.000000","1800.000000","97200.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","97200","","9","010103","其他房屋","2","平米","T","其他房屋",""
"1259","22043","10865","1","","电脑、电视","10","8","台","2.000000","2.000000","1500.000000","3000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","3000","","10","010201","办公设备","3","套","T","办公设备",""
"1260","22045","10865","1","","投影","10","8","台","1.000000","1.000000","7000.000000","7000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","7000","","10","010201","办公设备","3","套","T","办公设备",""
"1261","21230","10865","1","","公开栏","10","1","个","2.000000","2.000000","2000.000000","4000.000000","","","1","陈富来","2012-10-10","297","2012-10-10","T","","","","4000","","10","010201","办公设备","3","套","T","办公设备",""
"1262","22042","10865","1","","方凳","11","8","个","40.000000","40.000000","20.000000","800.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","800","","11","010202","办公家具","3","套","T","办公家具",""
"1263","22037","10865","1","","桌子","11","8","张","30.000000","30.000000","140.000000","4200.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","4200","","11","010202","办公家具","3","套","T","办公家具",""
"1264","22039","10865","1","","椅子","11","8","把","13.000000","13.000000","60.000000","780.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","780","","11","010202","办公家具","3","套","T","办公家具",""
"1265","22052","10865","1","","健身器材","12","8","付","6.000000","6.000000","2000.000000","12000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","12000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1266","22050","10865","1","","休闲广场","12","8","个","1.000000","1.000000","85000.000000","85000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","85000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1267","22030","10865","1","","机井","13","2","眼","1.000000","1.000000","260000.000000","260000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","260000","","13","010302","农田水利设施","4","套","T","农田水利设施",""
"1268","22049","10865","1","","球篮","18","8","付","2.000000","2.000000","6000.000000","12000.000000","","","1","","2012-10-12","297","2012-10-12","T","","","","12000","","18","010503","其它","6","个","T","其它",""
"1269","25293","10866","1","","村委房屋","7","2","间","7.000000","7.000000","7714.000000","54000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","54000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1270","25297","10866","1","","洞沟学校房屋","8","2","间","4.000000","4.000000","3000.000000","12000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","12000","","8","010102","学校房屋","2","平米","T","学校房屋",""
"1271","25300","10866","1","","清真寺房屋","9","2","间","15.000000","15.000000","6666.000000","100000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","100000","","9","010103","其他房屋","2","平米","T","其他房屋",""
"1272","25295","10866","1","","电视机","10","8","台","1.000000","1.000000","1500.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","10","010201","办公设备","3","套","T","办公设备",""
"1273","25294","10866","1","","办公桌椅","11","8","套","2.000000","2.000000","600.000000","1200.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1200","","11","010202","办公家具","3","套","T","办公家具",""
"1274","25299","10866","1","","书柜","11","8","个","6.000000","6.000000","200.000000","1200.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1200","","11","010202","办公家具","3","套","T","办公家具",""
"1275","25298","10866","1","","图书","12","8","册","700.000000","700.000000","10.000000","7000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","7000","","12","010301","文化体育娱乐设施","4","套","T","文化体育娱乐设施",""
"1276","25296","10866","1","","乡村道路","18","2","公里","3.160000","3.160000","140000.000000","442400.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","442400","","18","010503","其它","6","个","T","其它",""
"1277","25301","10870","1","","村委房屋","7","2","间","32.000000","32.000000","7187.500000","230000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","230000","","7","010101","村委房屋","2","平米","T","村委房屋",""
"1278","25304","10870","1","","电脑","10","8","台","1.000000","1.000000","2500.000000","2500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","2500","","10","010201","办公设备","3","套","T","办公设备",""
"1279","25306","10870","1","","喇叭","10","1","套","10.000000","10.000000","150.000000","1500.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1500","","10","010201","办公设备","3","套","T","办公设备",""
"1280","25305","10870","1","","电视机","10","8","台","1.000000","1.000000","1000.000000","1000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1000","","10","010201","办公设备","3","套","T","办公设备",""
"1281","25302","10870","1","","办公桌椅","11","8","套","10.000000","10.000000","120.000000","1200.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1200","","11","010202","办公家具","3","套","T","办公家具",""
"1282","25308","10870","1","","书柜","11","8","个","5.000000","5.000000","200.000000","1000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
"1283","25309","10870","1","","阅览桌椅","11","8","套","1.000000","1.000000","1000.000000","1000.000000","","","1","","2012-10-11","309","2012-10-11","F","","","","1000","","11","010202","办公家具","3","套","T","办公家具",""
